@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R195-weka.filters.unsupervised.attribute.Remove-R207-weka.filters.unsupervised.attribute.Remove-R219-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute MedianDeviation numeric
@attribute StandardDeviation numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier5 numeric
@attribute fourier7 numeric
@attribute fourier9 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKCorrelation0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumAverage135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc37 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.920604,0.249258,0.299444,774,270,0,1,260,0.105181,0.033876,0.01286,0.007783,179742,3746,3832,4546,4549,3995,2795,2370,586,317,246,487,0,0,0.000135,-0.495784,0.938857,108157,75.5628,1.64806,0.028104,860.534,112.592,12392,6669,2977,508,0,13,446,1262,190,252,0,239,3580,4470,0,2377,452,314,428,2,192545,29752,0,3429,16,0,2,77,196125,Olea-europaea
1.01752,0.220392,0.273898,916,224,0,0,216,0.121909,0.042049,0.024505,0.012839,144951,2527,2547,3277,3531,3461,2774,2732,792,337,180,168,0,0,0.000128,-0.462625,0.939835,106474,100.017,1.94183,0.026152,833.951,152.121,14600,7768,3351,655,0,1,425,1382,204,186,0,218,3553,6481,0,2372,233,244,39,0,151427,22453,0,3584,33,0,17,60,154980,Olea-europaea
0.770445,0.288762,0.325038,735,236,0,0,228,0.104887,0.041534,0.018617,0.008753,242937,9707,9882,9399,7293,5783,2987,1545,830,151,24,2,0,0,0.000188,-0.555023,0.941387,101698,29.8526,1.25808,0.031857,899.893,43.6965,10553,10495,3304,3929,0,0,543,1552,381,287,0,331,3779,24913,0,9409,1452,225,1489,5,278279,7005,0,4756,750,0,17,66,282058,Olea-europaea
0.977534,0.209201,0.258743,915,204,0,0,196,0.105216,0.032026,0.018218,0.008977,146192,2776,2691,2512,2140,1467,668,519,288,238,328,393,190,434,0.000127,-0.509074,0.958714,108993,129.797,1.83087,0.018695,849.982,175.695,6318,5685,3712,88,0,0,206,1028,58,53,1,93,3415,591,0,897,366,25,8,0,137317,27177,15,4078,0,0,16,27,140732,Olea-europaea
0.751457,0.240504,0.278426,669,295,1,0,289,0.098781,0.030372,0.0094,0.009767,231125,6346,7097,6850,4210,2796,1054,547,575,320,152,120,0,0,0.000131,-0.5283,0.942497,106495,42.0034,1.44017,0.028299,838.844,60.7439,13815,5048,2800,695,0,0,438,1368,285,63,1,193,3638,26236,0,3500,629,218,383,0,216785,27816,0,3429,10,0,9,14,220423,Olea-europaea
0.902367,0.202733,0.253134,866,241,1,0,235,0.114186,0.042625,0.019856,0.013686,165903,3419,3633,3990,4245,3640,2254,1284,589,129,174,300,0,0,0.000177,-0.511964,0.966788,101008,76.1825,1.90768,0.014745,884.134,116.427,11382,10155,8214,3266,0,3,494,1372,239,72,0,235,3557,6202,0,3495,2729,103,404,1,173296,8074,0,10943,15,0,3,27,176853,Olea-europaea
1.00223,0.204606,0.261544,928,214,1,0,208,0.11193,0.037576,0.018717,0.010409,166816,2698,2394,2715,3193,2922,1941,1395,584,212,149,353,21,3,0.000175,-0.535427,0.981611,102486,88.5764,2.07302,0.006959,890.769,130.236,10434,7377,5727,407,0,0,333,1359,129,69,0,232,3535,3929,0,1185,2978,130,280,0,171695,13208,0,8705,0,0,0,20,175230,Olea-europaea
0.964152,0.215768,0.267188,607,185,2,0,178,0.115656,0.039813,0.019936,0.012486,297980,4186,5606,6381,4243,2483,864,264,433,32,0,0,0,0,0.00095,-0.542785,0.777158,94493.7,16.3376,0.37296,0.048137,1011.18,22.2296,0,12,29,8379,0,8,10124,1057,396,5,0,414,3493,0,0,0,0,7474,113,101,323125,0,0,29,193,0,0,0,326618,Olea-europaea
0.675673,0.249307,0.28652,671,288,1,0,282,0.078604,0.025905,0.009378,0.003309,211228,9506,9544,8204,5512,3989,1986,1042,679,331,113,62,0,0,0.000118,-0.522902,0.961583,105361,39.7656,1.72294,0.023234,796.352,60.4557,13732,7838,5172,1174,0,0,362,1517,327,226,0,199,3677,19576,0,4135,3796,162,1115,0,205344,42428,0,8968,83,0,17,38,209021,Olea-europaea
0.965322,0.234061,0.28629,804,235,2,0,231,0.114066,0.039703,0.020136,0.011314,172968,2530,2898,3454,3841,3320,2614,2424,704,194,147,406,138,0,0.000125,-0.48022,0.91618,111631,89.032,1.54412,0.032224,861.885,128.668,8574,2702,1681,224,73,51,400,1249,114,187,0,188,3496,1810,0,417,27,457,26,1,184668,37195,0,1708,22,85,20,58,188164,Olea-europaea
0.964017,0.212413,0.265858,901,239,1,0,233,0.106235,0.037347,0.02212,0.010741,159458,3452,4463,5666,5808,5037,2899,2157,616,379,313,467,9,0,0.000132,-0.484071,0.928498,108034,93.2935,1.64859,0.029868,854.443,132.885,12150,8873,3156,395,3,3,452,1085,192,121,0,234,3616,4520,0,2939,95,308,7,0,181219,27544,0,3251,49,3,8,31,184835,Olea-europaea
0.80771,0.252308,0.294143,578,258,1,0,252,0.133408,0.0409,0.018632,0.011613,201155,2649,2628,3020,2863,2567,1639,1437,536,223,156,265,0,0,0.000133,-0.507705,0.938908,107993,55.6419,1.55892,0.029213,854.411,84.6191,11613,5351,4276,291,0,0,190,1387,145,134,0,94,3357,4752,0,1314,2341,39,607,0,187945,31008,0,6617,1,0,0,80,191302,Olea-europaea
0.744116,0.22163,0.260703,722,293,0,1,283,0.100128,0.030606,0.020099,0.008298,148076,2773,2912,3490,3946,3532,2856,2886,707,260,204,342,0,0,0.000106,-0.462892,0.952598,108269,84.2423,2.1131,0.022375,776.729,131.78,11104,5393,4775,392,0,1,358,1521,157,137,0,160,3483,2865,0,1222,2589,247,544,0,144991,43782,0,7364,49,0,9,40,148474,Olea-europaea
0.942621,0.22071,0.270218,845,199,0,0,191,0.113167,0.04433,0.022183,0.012413,166963,5136,3527,2892,3105,3240,2270,2063,694,156,162,420,60,0,0.000168,-0.518277,0.958646,105241,80.2406,1.73787,0.01563,899.866,119.931,10302,7967,5177,245,0,0,298,1490,97,206,0,139,3486,1646,0,1040,1279,98,231,0,191998,18524,0,6456,2,0,2,130,195484,Olea-europaea
0.578955,0.250573,0.283801,542,270,1,0,264,0.103323,0.046207,0.01657,0.006105,220450,2917,3319,4378,4939,4547,3357,2855,642,251,98,70,0,0,0.000145,-0.495691,0.934255,104464,50.2634,1.58838,0.029682,856.293,80.5997,18390,10720,6509,604,0,0,385,1358,202,170,1,176,3461,9079,0,2979,5414,212,672,0,219543,23129,0,11923,12,0,5,48,223004,Olea-europaea
0.970824,0.193053,0.243444,820,230,0,0,222,0.116431,0.040576,0.020872,0.009935,170583,2487,2693,3700,4531,4472,2648,2020,674,176,87,27,0,0,0.000205,-0.472136,0.897031,101506,71.3806,1.38497,0.034342,916.213,104.017,10843,9633,1075,1284,0,4,770,979,324,162,0,421,3506,17572,0,2113,88,224,180,5,189519,463,0,1163,3065,0,0,11,193025,Olea-europaea
0.980332,0.20987,0.267613,700,267,2,0,263,0.102621,0.038141,0.015764,0.006078,207735,2712,2351,2929,3679,3261,2377,1705,647,112,184,232,0,0,0.000185,-0.545542,0.98246,101802,59.1697,1.98107,0.00676,897.449,96.6668,13980,8976,6077,778,0,2,390,1554,159,161,2,239,3532,4594,0,1931,3649,297,803,1,210689,13087,0,9726,3,0,2,72,214221,Olea-europaea
0.831993,0.244169,0.287106,93,33,7,0,39,0.115738,0.037438,0.017461,0.010917,56577,2008,1572,1779,3088,3797,4377,6161,1336,128,37,44,16,4,0.000135,-0.296475,0.960004,74812.5,266.094,4.2153,0.002197,604.85,565.506,8696,14994,33306,418,4,0,794,2263,333,60,1,245,3697,5,0,61,9991,704,316,1,53927,18078,7,43297,0,4,193,0,57624,Olea-europaea
0.933688,0.215582,0.266089,911,190,0,0,182,0.114387,0.04241,0.018473,0.01161,132317,9180,5500,3441,3446,2640,1468,1124,549,241,120,315,33,0,0.000152,-0.516133,0.973523,104672,87.0593,2.03297,0.013078,870.987,126.503,6653,9289,7383,104,0,0,234,1377,43,71,2,123,3451,554,1,1744,2053,7,69,0,158931,19608,145,9436,0,0,36,39,162382,Olea-europaea
0.772915,0.203139,0.251107,803,412,0,0,404,0.096846,0.038074,0.015022,0.004557,45136,10680,5982,5614,6711,7147,5358,3643,630,156,16,5,32,3,0.000134,-0.34284,0.975624,76409.7,176.488,3.91483,0.000736,611.848,361.533,9602,39585,27750,161,0,0,423,2147,178,111,0,78,3755,28,2,3888,8879,238,139,0,76869,19273,892,36629,0,0,128,14,80624,Olea-europaea
1.01741,0.204977,0.26259,897,198,2,0,194,0.098469,0.036934,0.019367,0.012637,147412,1904,1898,2170,2285,2039,1218,863,348,394,298,202,0,0,0.000211,-0.476971,0.911071,99908.4,82.5823,1.47802,0.03234,912.124,116.247,5722,8860,894,1989,0,24,807,779,287,74,0,414,3376,11803,0,2527,57,120,16,18,142730,246,0,951,6204,0,0,7,146106,Olea-europaea
0.671178,0.234392,0.275307,634,362,0,0,354,0.106552,0.030457,0.012018,0.00774,193796,4953,5919,6882,6627,5813,3769,2610,772,305,253,240,0,0,0.000116,-0.476546,0.948346,106204,63.3703,1.91649,0.023886,795.73,96.7822,19206,7426,5554,680,0,0,595,1496,209,113,0,250,3752,13089,0,1337,2826,173,474,0,199191,44284,0,8380,9,0,13,35,202943,Olea-europaea
0.857127,0.449238,0.450246,8,3,0,0,3,0.10068,0.019636,0.011882,0.038548,159212,3371,3566,4580,4632,4179,2379,1398,342,366,313,522,348,54,0.000135,-0.467369,0.924613,107384,102.33,1.68783,0.028586,855.906,143.132,11369,6276,3956,205,4,0,309,1057,92,38,0,137,3495,3221,0,1861,1078,36,58,2,170498,28118,0,5034,0,4,41,43,173993,Olea-europaea
0.75421,0.269356,0.310023,610,266,0,0,258,0.103211,0.032356,0.009485,0.003938,231962,2511,3140,4080,4276,3718,2362,1567,323,324,185,320,136,10,0.000135,-0.483016,0.909693,109022,69.3213,1.42917,0.032582,866.534,100.658,12658,5424,2889,172,0,0,286,931,114,26,0,189,3485,2723,0,2040,274,2,16,0,225310,40990,1,3163,0,0,34,14,228795,Olea-europaea
0.709893,0.218955,0.260179,640,322,0,0,314,0.096697,0.031457,0.016092,0.005457,220078,2815,3569,4687,5034,4721,3475,2852,534,292,224,342,0,0,0.000117,-0.459352,0.933984,107139,65.8079,1.85175,0.025698,806.243,106.109,23903,5686,3969,547,0,0,382,1344,198,57,1,169,3666,10507,0,944,1876,132,242,0,208055,44663,0,5845,0,0,6,12,211721,Olea-europaea
0.905095,0.206969,0.25387,810,235,2,0,231,0.119236,0.043558,0.020326,0.011526,146277,2303,2486,3464,3775,3274,2187,1465,585,248,19,0,0,0,0.000183,-0.478106,0.926807,100372,80.659,1.65168,0.029721,886.455,119.167,7143,12048,1679,3573,0,1,802,801,293,55,0,433,3406,10824,0,6071,116,188,0,45,150561,3277,16,1795,3850,0,5,9,153967,Olea-europaea
0.837938,0.249402,0.294614,745,237,1,0,231,0.119334,0.03826,0.017858,0.010044,205444,5329,5486,5529,4591,3499,2042,1505,449,265,158,123,0,0,0.000152,-0.522156,0.943969,104144,50.7918,1.51991,0.028686,867.617,71.6831,11605,8171,5841,1000,0,0,456,1353,270,170,0,258,3559,11819,0,4024,5389,149,860,3,208799,20056,0,11230,23,0,3,35,212358,Olea-europaea
1.06245,0.196785,0.253086,904,191,1,1,183,0.131282,0.044878,0.01638,0.011353,164939,3331,2283,2187,2486,2435,1921,1933,939,132,213,354,0,0,0.000189,-0.495874,0.937241,103160,85.1132,1.63903,0.024341,911.592,128.039,9680,7615,7089,313,0,2,308,1624,120,281,0,183,3470,729,0,956,2499,179,231,0,176165,11962,1,9588,9,0,0,103,179635,Olea-europaea
0.700743,0.283043,0.31838,611,252,0,0,244,0.100237,0.034121,0.018723,0.009985,217806,5211,5485,4992,3745,2808,1360,803,486,226,141,77,0,0,0.000159,-0.540023,0.948755,103484,37.7501,1.42765,0.028271,874.177,53.9035,9722,7472,3363,1681,0,0,401,1329,283,237,0,249,3471,23008,0,7262,1413,18,1148,4,210577,11504,0,4776,387,0,8,40,214048,Olea-europaea
1.17516,0.181443,0.246821,2,4,0,1,2,0.114171,0.041382,0.023594,0.012051,244074,10240,6212,4786,3570,2498,952,340,388,24,4,0,0,0,0.000926,-0.626157,0.957645,93180.7,22.2412,0.954133,0.019784,1002.81,30.0152,0,73,29,8864,0,0,9832,1167,486,1,0,464,3672,0,0,0,0,5563,13,295,287326,0,0,29,521,0,0,0,290998,Olea-europaea
0.822108,0.22814,0.275331,1046,290,0,0,282,0.10502,0.036562,0.015605,0.009022,27129,9685,6430,6198,6647,6179,3960,2774,701,16,8,12,24,20,0.000171,-0.31779,0.966432,68381.2,145.663,3.85765,0.000543,626.535,291.449,713,35787,28911,640,0,0,549,2166,350,108,0,78,3668,0,0,19730,6330,27,160,0,54586,67,0,35241,0,0,13,13,58254,Olea-europaea
1.02032,0.224593,0.279564,911,271,2,1,265,0.110073,0.03658,0.015043,0.015151,65053,6440,4184,2718,2146,2088,2003,3836,3092,136,84,64,8,24,0.000132,-0.439449,0.992283,83985.7,330.658,3.84828,0.000389,678.47,657.514,10409,12754,16773,578,0,0,791,2924,309,37,23,586,3566,135,0,388,1208,14,1283,4,80643,25285,366,17981,0,0,192,7,84209,Olea-europaea
1.0617,0.223212,0.279121,880,215,1,0,209,0.109323,0.032383,0.017442,0.007415,94007,16960,6750,4004,3003,2109,1157,864,489,80,72,147,198,384,0.000138,-0.470853,0.975479,105740,105.416,2.29926,0.002981,852.419,148.54,7046,5873,2664,87,1,0,253,1285,77,139,0,146,3481,1641,7,2778,233,48,66,1,151966,26303,281,2897,1,1,69,93,155447,Olea-europaea
1.03959,0.195665,0.249057,914,186,1,0,180,0.107286,0.040545,0.018666,0.010848,138441,2440,2454,2880,2694,2108,1065,604,480,157,119,208,298,72,0.000145,-0.520651,0.97775,105366,109.7,2.10273,0.007864,862.985,151.658,6827,6665,4264,144,0,0,244,1090,86,24,0,181,3360,643,0,977,564,3,16,0,136049,21883,76,4828,0,0,18,21,139409,Olea-europaea
0.884408,0.21914,0.269043,928,257,0,0,249,0.110007,0.039934,0.022906,0.011731,84748,12207,5286,3704,3783,3242,2198,1820,297,220,117,40,0,0,0.000134,-0.494569,0.986219,97648.6,75.4792,2.64868,0.004025,783.66,125.43,10576,12396,10369,473,0,5,447,1961,113,408,0,246,3519,2422,0,2771,6958,319,782,0,113375,16905,1,17327,7,0,3,140,116894,Olea-europaea
0.73175,0.221098,0.262617,840,389,0,0,381,0.106878,0.037518,0.018423,0.011284,40687,7543,5485,5866,7747,7613,5761,4334,600,656,222,42,28,44,0.000128,-0.317701,0.967837,74545,207.891,4.04757,0.000956,576.851,422.877,11678,33816,24210,155,0,0,356,1932,246,93,0,107,3744,58,1,1154,4934,354,62,0,66868,33252,997,29144,0,0,55,9,70612,Olea-europaea
1.07003,0.208451,0.269023,956,331,2,0,327,0.107751,0.036684,0.01912,0.009677,46295,5360,3319,3605,4978,5172,4158,3085,624,142,13,66,90,10,0.000156,-0.328299,0.963267,77554.5,179.569,3.80028,0.002654,678.491,343.673,1176,27869,30198,524,0,0,606,2152,230,73,0,137,3630,0,0,5702,10842,179,104,0,62185,319,2,41040,0,0,28,6,65815,Olea-europaea
0.87905,0.242366,0.289715,859,254,0,0,246,0.100829,0.03807,0.0198,0.011458,66058,19072,11753,7755,5078,3915,2217,1352,270,170,190,279,6,0,0.000117,-0.510813,0.988606,100767,69.7018,2.54802,0.005712,760.372,109.816,10364,11319,7900,158,0,0,362,1914,90,486,0,270,3533,2480,1,2655,5045,31,1896,20,122902,29632,156,12945,0,0,125,273,126435,Olea-europaea
0.793384,0.261122,0.302256,712,221,0,0,213,0.120654,0.043956,0.020655,0.011366,264820,5591,6106,6990,6272,5270,3103,2070,663,178,16,4,0,0,0.000192,-0.540452,0.926429,102771,33.0268,1.2163,0.033676,910.718,48.3086,14012,10527,6316,2281,0,0,462,1492,278,214,1,305,3721,13544,0,7519,3521,197,970,12,286803,12113,0,9837,17,0,11,33,290524,Olea-europaea
1.00256,0.20084,0.253262,937,197,0,1,187,0.10192,0.03228,0.015121,0.007094,124679,13023,6815,4106,3025,2522,1430,1042,421,282,141,205,239,385,0.000136,-0.529415,0.979681,108886,101.423,2.00907,0.005292,868.714,142.716,5661,4697,3496,90,0,0,175,1183,59,58,0,155,3547,226,0,655,499,52,57,0,173784,31767,48,3995,0,0,26,37,177331,Olea-europaea
1.05751,0.20137,0.259466,784,208,1,3,196,0.118081,0.044224,0.020862,0.013367,120577,1790,1405,1094,1137,1200,1106,1813,1888,32,4,0,0,0,0.000154,-0.422144,0.937605,101881,278.439,2.36506,0.024155,860.103,481.568,5042,7283,11141,452,1,0,651,2205,156,8,2,403,3230,20,0,120,2094,65,230,0,115362,12967,42,13235,0,1,35,4,118592,Olea-europaea
0.750286,0.248419,0.288603,668,309,1,0,303,0.077322,0.018843,0.010215,0.005842,253672,8378,10077,10938,8520,6594,3577,1911,687,300,286,256,12,0,0.000126,-0.520961,0.9428,107698,38.3224,1.49115,0.028822,835.976,59.6265,16876,6575,5020,951,0,0,414,1515,330,155,0,224,3862,16722,0,1978,3500,204,982,9,273045,49014,0,8520,12,0,0,60,276907,Olea-europaea
0.935461,0.229152,0.278571,15,12,1,0,6,0.10947,0.039258,0.019139,0.010921,118413,3073,2146,1906,1573,1401,1326,2211,2561,15,3,0,0,0,0.000144,-0.426174,0.968293,96766,227.753,2.91936,0.013524,804.541,427.689,12303,17436,10011,1469,3,1,1935,2545,253,18,1,863,3436,583,0,2282,1030,274,459,26,109466,9667,3,11041,0,3,36,4,112902,Olea-europaea
0.863333,0.236337,0.283719,760,243,2,0,239,0.103238,0.03583,0.016721,0.009615,132470,11545,5645,4234,4242,3863,2396,2009,252,221,42,15,0,0,0.000187,-0.494756,0.985111,96929.6,59.6039,2.45409,0.001833,868.777,100.536,12803,14852,5674,3824,0,0,826,1596,188,446,0,442,3624,8124,0,5896,1571,142,1189,54,170483,3093,0,7245,185,0,1,108,174107,Olea-europaea
0.777787,0.215492,0.258585,959,341,0,0,333,0.116953,0.039933,0.017164,0.010342,46145,4772,3855,5637,7630,7508,5275,3526,574,222,28,31,55,121,0.000138,-0.334427,0.969127,74896.8,155.728,3.80989,0.001186,609.779,311.542,21153,41365,22642,398,1,0,452,2068,287,100,0,92,3713,519,0,5218,4002,101,71,0,64714,4500,2,26644,0,1,109,1,68427,Olea-europaea
0.989938,0.214514,0.270651,796,255,2,2,247,0.101379,0.033536,0.016669,0.010681,127879,2970,2127,1389,1262,1418,1357,2376,2663,100,112,160,32,12,0.000132,-0.459577,0.977244,101123,365.255,2.89139,0.010632,811.127,655.316,7184,9026,12485,604,6,0,948,2500,219,20,1,593,3453,96,0,262,680,171,512,8,122127,22827,48,13165,0,6,124,8,125580,Olea-europaea
0.96548,0.232977,0.283841,815,229,0,0,221,0.113508,0.038883,0.021494,0.012183,195579,3603,3038,3410,3910,3703,2617,2073,466,222,194,359,8,0,0.000165,-0.504224,0.937896,104682,65.5422,1.56791,0.028553,891.642,100.284,7118,10353,10896,233,0,0,323,1585,112,272,0,150,3571,362,0,897,5035,200,888,7,206016,19491,0,15931,1,0,9,105,209587,Olea-europaea
0.667519,0.23458,0.273497,594,286,0,0,278,0.093735,0.032718,0.020703,0.008587,213085,2339,2316,2936,3444,3479,2765,2483,471,250,94,64,0,0,0.000129,-0.468542,0.936817,105073,61.6093,1.8212,0.026653,825.1,101.326,23541,7011,5948,1083,0,0,381,1377,217,157,0,175,3492,11198,0,606,2740,155,596,0,192615,27688,0,8688,10,0,0,59,196107,Olea-europaea
0.955136,0.217533,0.269056,888,245,0,1,235,0.111453,0.038308,0.019542,0.012075,187838,3095,3096,3814,4267,3770,2327,1657,597,369,164,108,0,0,0.00016,-0.489739,0.929677,104006,65.2947,1.59541,0.029293,879.272,99.2701,15103,8359,7121,614,0,7,595,1419,214,19,0,341,3634,5013,0,1220,4285,276,81,30,192083,16346,0,11406,12,0,8,2,195717,Olea-europaea
0.759633,0.245762,0.282104,685,281,1,0,275,0.098112,0.039382,0.023576,0.012089,194671,4005,4091,4526,4187,3374,1812,1182,493,252,75,18,0,0,0.000147,-0.495934,0.95123,101270,51.6133,1.79889,0.024668,838.157,80.017,14057,10097,6260,3594,0,0,443,1383,299,228,0,264,3530,23771,0,7180,1823,165,667,2,179208,7676,0,8083,180,0,0,27,182738,Olea-europaea
0.834825,0.249036,0.289042,738,243,2,1,237,0.102889,0.037203,0.018112,0.009157,162838,2360,2119,2523,3483,3614,3274,3668,710,348,145,98,0,0,0.000141,-0.451243,0.925173,104681,83.5384,1.82913,0.027793,850.961,135.924,15983,7572,7959,365,0,0,341,1441,103,75,2,159,3436,1052,0,285,5057,253,200,0,172103,23497,0,13016,2,0,0,31,175539,Olea-europaea
0.914466,0.188129,0.241085,831,224,1,0,218,0.107063,0.041993,0.019773,0.015267,248695,2774,3056,3628,3138,2627,1396,898,320,224,337,637,286,263,0.000181,-0.507985,0.866741,107554,73.7511,0.953552,0.040605,929.859,100.073,6296,5078,4323,97,0,0,210,1040,50,37,0,96,3639,516,0,902,1203,131,16,0,250060,26973,24,5526,0,0,15,26,253699,Olea-europaea
0.836029,0.202017,0.254478,715,210,0,0,202,0.125312,0.043241,0.022672,0.013317,302050,8164,8707,8161,6725,4676,1882,723,498,83,7,3,0,0,0.000711,-0.545825,0.849882,94462.7,21.7795,0.647,0.042759,998.83,30.069,0,236,5000,13801,0,1,9346,1634,302,22,0,355,3793,0,0,4,956,4073,430,41,356394,0,0,5956,17,0,0,0,360187,Olea-europaea
1.07197,0.218427,0.276732,877,172,1,1,164,0.123526,0.043618,0.021598,0.012171,171072,2382,2264,2614,2651,2396,1364,1106,435,93,118,268,21,0,0.000201,-0.497317,0.901322,103321,70.0973,1.26346,0.035115,924.349,98.0875,4101,6999,6620,143,0,8,253,1351,61,203,0,158,3407,277,2,1191,4221,13,380,4,174762,12779,237,10841,0,0,49,103,178169,Olea-europaea
0.844621,0.222599,0.270978,823,236,1,1,228,0.099769,0.03996,0.022527,0.009773,109599,4390,3628,3836,3481,3060,1788,1244,474,125,79,180,203,469,0.000105,-0.46534,0.986459,106499,136.275,2.88324,0.001698,759.067,208.716,7692,4916,4145,197,0,1,149,1443,97,223,0,95,3367,449,0,737,961,70,866,0,111993,37300,1,5106,16,0,0,122,115360,Olea-europaea
0.759162,0.24005,0.282168,733,332,1,2,322,0.115338,0.044171,0.023778,0.015234,180175,2867,2836,4013,5878,6298,5325,5700,736,449,201,122,0,0,0.000116,-0.421972,0.933371,105121,95.1077,2.18406,0.022802,788.187,162.692,35359,6943,4781,1072,0,0,587,1276,274,35,0,340,3737,10911,0,762,1133,240,34,37,192442,35971,0,5914,1,0,2,4,196179,Olea-europaea
0.730478,0.229276,0.267074,661,308,0,0,300,0.092984,0.02603,0.006459,0.00643,224711,6134,6814,7600,6874,6048,3422,2013,747,292,111,68,2,0,0.000132,-0.506339,0.941902,105807,43.6373,1.58954,0.027667,836.537,67.1973,18384,7653,5471,787,0,0,484,1601,287,95,0,227,3754,19920,0,2664,3902,300,473,3,236431,31914,0,9373,1,0,5,4,240185,Olea-europaea
0.671402,0.266398,0.302604,681,285,3,0,283,0.111489,0.041086,0.020601,0.012768,202795,4424,5236,6441,6232,5390,3158,1930,610,221,214,333,4,0,0.000116,-0.484105,0.953182,105696,62.6708,1.91586,0.023382,791.064,93.7791,17247,8757,6394,602,0,0,281,1408,207,132,0,159,3658,10142,0,2609,5976,26,609,0,195553,44418,0,12370,25,0,0,51,199211,Olea-europaea
0.933109,0.236057,0.282797,795,204,1,0,198,0.11458,0.037789,0.019036,0.012567,146170,3594,3029,3356,2967,2101,1059,701,335,276,151,292,55,12,0.000132,-0.511555,0.960895,106151,83.1681,1.87182,0.019689,840.922,120.701,6899,8438,6929,88,0,0,169,1397,66,151,0,85,3319,511,0,1458,2392,0,179,0,138936,23812,31,9321,0,0,15,67,142255,Olea-europaea
0.937396,0.190096,0.244831,14,12,3,2,6,0.105975,0.039854,0.018623,0.012387,223966,3947,2739,1637,926,1090,1543,3735,3312,284,288,365,2,0,0.000263,-0.425671,0.853855,101374,191.444,1.3777,0.0371,957.947,295.684,5164,16477,7935,731,1,0,718,1212,267,49,2,206,3708,3,0,845,82,47,37,0,250322,7359,1,8017,0,1,10,8,254030,Olea-europaea
