@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R56,69,82-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH7 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH31 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKAngular2ndMoment0 numeric
@attribute HARALICKInverseDiff.Moment0 numeric
@attribute HARALICKSumAverage0 numeric
@attribute HARALICKInformationMesuresofCorrelation10 numeric
@attribute HARALICKInformationMesuresofCorrelation20 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKContrast135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_45 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc26 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc46 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
290364,10603,11721,12572,12124,8859,5127,3781,1467,459,384,236,322,208,150,156,0.390423,0.717101,406.679,-0.482796,0.950965,102645,108.823,460634,111.296,24954,21476,3572,968,27,255,34,2218,1840,27,144,6,1343,4790,8206,4,29674,830,0,378,1765,104,332451,32745,226,3,24,305,337241,Quercus-coccifera
325594,17108,13037,11170,8561,5856,3119,2387,924,288,234,111,174,162,131,243,0.270003,0.752008,435.09,-0.5471,0.969179,102441,90.5268,506348,92.0428,20356,15688,2474,717,3,248,9,1371,1966,5,81,20,1015,4762,10138,21,19136,767,0,125,2005,103,387642,20085,387,40,23,249,392404,Quercus-coccifera
191558,8485,10984,12614,12606,9487,6118,5400,1183,524,277,176,178,52,2,0,0.375648,0.691725,375.805,-0.465486,0.945473,108636,89.5848,422539,92.3198,19144,5165,3409,645,10,128,0,1210,1810,0,116,0,784,4133,4322,2,1172,1391,0,864,702,59,249658,82944,24,38,21,263,253791,Quercus-ilex
212862,3280,4118,5207,6934,7250,5725,5683,1609,510,257,120,134,44,18,30,0.476926,0.731458,412.661,-0.429534,0.911662,95298.1,175.327,459960,180.044,14595,27576,7332,7483,0,16,5,3154,1761,3,364,0,612,3844,10413,0,19442,693,0,300,318,2,243723,539,0,1,6,126,247567,Quercus-ilex
201071,8962,10497,11893,11038,6984,2858,1693,714,244,190,186,377,316,299,593,0.43852,0.727108,394.105,-0.432084,0.914473,109980,138.359,451571,141.023,16574,4044,1918,200,12,162,0,389,1034,0,41,2,279,3856,4469,0,665,94,0,8,156,0,240507,64542,19,12,14,119,244363,Quercus-ilex
178496,32560,33562,29345,13036,5049,1814,1200,1030,377,180,71,41,9,0,0,0.191676,0.654729,345.772,-0.554958,0.986684,99393.6,50.9366,367987,52.4763,23097,14252,2788,688,8,127,1,1429,2298,0,85,1,1075,4441,36762,39,18637,1449,0,65,2369,77,228160,63837,429,199,55,414,232601,Quercus-ilex
182867,7369,6173,7229,10128,10822,8892,10443,3424,167,88,50,66,22,10,6,0.037144,0.633463,385.405,-0.547261,0.992497,89658.2,209.101,410190,216.324,32287,47179,4884,5135,0,6,14,2853,2231,1,148,3,1030,4171,14118,0,21376,246,0,182,854,18,273175,640,2,2,20,439,277346,Quercus-ilex
214862,8623,5235,5074,6181,7109,6502,7782,2924,392,167,36,25,9,1,0,0.047367,0.714947,426.266,-0.607637,0.993375,96307.2,160.85,483254,165.029,21097,32855,4544,5521,0,35,2,2780,1640,1,418,9,1006,4038,6571,0,12471,164,0,244,369,23,304241,931,0,10,14,292,308279,Quercus-ilex
298438,7413,8981,9955,8644,5677,2282,1082,334,325,323,209,256,48,7,0,0.69749,0.867314,465.414,-0.509041,0.827973,96172.1,43.3495,550250,43.8274,20,15494,119,1452,0,0,487,2161,487,6,146,0,820,3725,0,0,20460,0,8,990,41,19,346663,1,0,0,0,193,350388,Quercus-ilex
212400,33754,35694,32199,14712,5339,1597,1041,1147,509,186,54,51,17,0,0,0.284385,0.692423,362.421,-0.545676,0.976243,100123,40.9719,391649,42.086,22032,11551,2765,572,58,622,0,1458,2289,0,98,3,1032,4528,82662,13,15179,1013,0,132,2716,87,270900,29407,299,96,38,453,275428,Quercus-ilex
173208,12466,10432,10561,10068,8580,6494,6789,1650,60,8,0,0,0,0,0,0.025752,0.64785,368.329,-0.591032,0.995921,80751,122.282,373100,126.157,19588,30025,15072,849,10,853,0,1664,2936,0,348,54,802,4151,5191,0,17050,8320,0,89,2178,17,254157,13578,93,22,157,113,258308,Quercus-ilex
227588,8442,11239,13092,13681,9675,4687,2775,621,266,198,189,337,263,343,1155,0.454101,0.728791,390.93,-0.423389,0.907679,111848,146.777,449309,149.624,10163,5107,2900,127,32,207,5,441,1144,0,36,3,214,4093,813,0,1132,211,0,63,69,0,281945,88648,25,18,11,89,286038,Quercus-ilex
189572,7470,9245,11034,11190,8345,4554,3164,900,236,215,210,410,368,350,397,0.408317,0.705793,384.377,-0.424339,0.922877,111529,146.682,439146,150.214,9836,3609,2194,410,20,256,0,595,1297,0,36,1,291,3856,912,0,484,209,0,139,333,8,236000,79780,96,69,16,152,239856,Quercus-ilex
241714,7913,6912,8160,10944,10387,7945,8007,2658,134,23,13,6,5,0,0,0.071527,0.660818,394.614,-0.547651,0.988913,92076,158.706,427341,163.874,25528,46165,11904,7442,0,6,2,2410,2556,2,294,4,1034,4320,14438,0,28493,1640,0,254,849,7,308235,1015,2,0,28,333,312555,Quercus-ilex
153027,19765,19113,15810,6120,2558,1137,1027,494,203,12,0,0,0,0,0,0.213264,0.629121,349.675,-0.499543,0.974878,86775.6,44.2382,355827,45.6813,3379,7568,1031,2508,9,189,142,3316,1715,1,456,0,1469,3864,2417,0,105126,111,21,2351,312,296,138976,0,0,0,0,207,142840,Quercus-ilex
94971,34870,17661,12076,10629,9440,6637,5070,1016,337,92,8,0,0,0,0,0.025866,0.583565,396.382,-0.494689,0.987889,99049.1,75.5286,439805,78.5997,26184,17174,7370,807,0,96,0,1284,1934,0,118,2,875,4001,9213,0,7498,4070,0,1011,2844,109,257089,27017,5,114,89,283,261090,Quercus-ilex
209217,7626,10569,12736,14942,10985,5106,2799,589,270,212,234,387,378,349,611,0.426971,0.706582,386.71,-0.398681,0.902585,108087,148.256,437778,151.738,28694,7202,2475,273,2,168,3,671,962,0,38,0,275,3943,5390,0,1512,135,0,167,27,0,264696,69609,0,3,15,107,268639,Quercus-ilex
248060,4486,4622,5243,7737,7847,6282,5556,914,299,211,137,338,222,90,14,0.506061,0.774003,423.084,-0.476905,0.915297,106973,106.242,492894,108.635,17927,10772,6184,262,0,38,0,793,1427,0,72,0,540,3894,1384,0,1690,1468,0,570,580,51,299751,42620,0,35,31,147,303645,Quercus-ilex
260554,9189,12183,13635,12952,8352,3869,2193,640,411,282,172,326,104,14,0,0.49554,0.768908,418.84,-0.503624,0.927668,104020,60.949,481891,62.2667,21352,11995,4243,1390,3,61,6,1219,1392,5,53,0,712,4065,37362,0,7147,1336,0,641,663,8,312882,13560,0,17,3,326,316947,Quercus-ilex
213712,5805,8689,10911,14412,11391,6179,3858,832,421,376,191,272,86,24,0,0.35985,0.717863,398.076,-0.47857,0.946469,107661,97.8837,454335,100.603,27236,6949,2696,684,0,101,0,1051,1516,0,60,0,711,4008,9668,0,1931,577,0,366,517,36,279247,55678,9,73,27,290,283255,Quercus-ilex
148904,10004,9411,9930,9980,8442,5668,6049,2289,114,88,41,56,18,14,4,0.041823,0.651893,380.69,-0.581717,0.9951,89715.9,180.082,403405,185.494,18766,21936,14393,728,2,700,0,1319,2541,0,181,11,705,4023,2164,0,5417,11241,0,126,975,15,227341,20633,24,15,72,113,231364,Quercus-ilex
198023,16657,15578,14555,12814,9518,4881,3427,1245,354,294,261,400,320,229,510,0.090932,0.658243,381.04,-0.53365,0.986523,105844,161.61,426273,165.719,17902,8315,2611,239,0,166,0,668,1586,0,65,2,770,4451,1490,41,1147,376,0,26,1389,28,276081,84946,649,12,17,177,280532,Quercus-ilex
362055,5215,6006,6977,7914,6939,4948,4072,887,364,261,155,134,40,3,0,0.52996,0.784383,424.578,-0.505956,0.919443,106309,62.815,494327,64.212,26938,9155,5018,707,0,85,0,1060,1727,1,81,0,711,4298,10565,0,2104,3591,0,959,1060,66,376799,44057,0,62,48,263,381097,Quercus-ilex
253141,9708,9211,9847,11789,10223,6195,4436,918,272,238,244,448,326,275,504,0.308718,0.679401,382.633,-0.434768,0.94511,110160,179.35,434581,184.188,16643,7086,2768,233,46,24,179,532,1255,0,33,2,475,4230,479,0,845,170,82,5,253,15,301215,100517,133,48,19,169,305445,Quercus-ilex
175892,7856,10734,12889,13792,10192,5309,3494,872,441,229,224,402,300,254,419,0.37018,0.676008,373.764,-0.412049,0.930243,108768,155.848,419817,160.148,20319,6301,2760,755,54,245,2,706,1337,1,25,1,363,3966,7836,0,1617,228,0,113,246,0,232534,73705,52,34,13,161,236500,Quercus-ilex
271192,10219,12008,12383,10283,7148,4060,3131,830,404,326,200,260,81,21,3,0.580702,0.810644,441.817,-0.486831,0.886277,97306.1,66.9569,510617,68.0537,1995,11732,1615,2649,0,45,230,2780,1167,11,130,1,1189,4113,1575,0,56952,250,14,582,118,47,331310,0,0,0,1,218,335423,Quercus-ilex
67926,45085,36733,30299,14274,6354,2992,1819,668,401,385,275,438,146,6,0,0.025961,0.576283,346.823,-0.513569,0.99082,98759.3,68.332,368549,70.7173,28172,6213,2055,649,1,81,4,1028,1980,0,43,1,745,4216,52811,0,2734,1081,0,823,2164,8,207926,44682,20,137,29,482,212142,Quercus-ilex
134915,31273,32564,29913,16986,7935,3183,1810,821,361,205,44,18,4,0,0,0.175225,0.621266,343.169,-0.527065,0.985086,94529.1,51.6036,357792,53.458,19997,15382,4036,3065,61,225,10,1958,1926,2,69,0,1301,4417,89405,0,16460,1970,0,641,2449,190,208055,12969,14,87,26,729,212472,Quercus-ilex
202835,9428,8788,9890,11847,10025,5514,3214,620,242,302,220,402,392,320,593,0.438513,0.736969,412.228,-0.443379,0.919012,106548,138.953,474880,141.839,27957,10415,2134,279,21,231,0,599,1330,0,21,2,449,4153,7181,0,2467,277,0,47,526,0,277153,38780,45,19,8,171,281306,Quercus-ilex
167621,12541,16459,18502,17030,10743,5135,3196,865,421,380,244,287,127,15,0,0.361962,0.688706,375.69,-0.470915,0.949137,106433,80.4772,419315,82.812,28542,6591,2706,896,11,132,1,1170,1596,0,36,0,780,4120,22227,0,2975,687,0,519,596,39,246107,57315,13,14,20,401,250227,Quercus-ilex
133772,23921,26687,26300,16913,7753,2666,1757,702,311,217,124,128,30,0,0,0.227499,0.627946,352.933,-0.498373,0.976062,95930,63.0639,372842,65.207,23158,17608,2836,1982,47,270,10,1500,1766,4,35,0,829,4200,74087,4,16405,836,0,434,1368,32,200788,8200,38,59,11,586,204988,Quercus-ilex
196104,7123,9681,12169,14475,11802,6124,3853,870,339,280,255,531,428,428,549,0.366283,0.668092,371.82,-0.392852,0.921413,109007,177.272,417327,182.236,21411,4571,2604,241,7,202,0,655,1534,1,35,8,416,4284,2126,0,683,258,0,69,424,1,252493,92442,32,24,41,176,256777,Quercus-ilex
242665,5680,6569,7335,8659,8217,6522,5868,1024,317,136,57,12,0,0,0,0.37833,0.720767,401.657,-0.514311,0.95827,105615,71.2584,456999,73.3593,25350,10580,5363,649,0,116,0,1159,1835,0,179,1,871,4025,7425,0,2828,4410,0,900,1564,139,280053,46981,0,112,87,208,284078,Quercus-ilex
241323,4301,2488,2202,2227,2701,3112,6497,7638,603,143,37,34,8,2,0,0.092373,0.734144,426.975,-0.5948,0.990212,95307.3,319.738,483056,326.954,4608,17276,20462,668,0,1100,0,3365,2394,0,232,27,582,3786,10,0,434,7595,0,440,1371,2,295998,17354,463,8,40,73,299784,Quercus-ilex
145127,25073,28169,26771,13470,4790,1538,1205,779,310,295,325,443,209,40,4,0.262628,0.661783,352.639,-0.484995,0.9636,98136.6,70.7078,375523,72.5133,15125,8906,1464,659,0,19,0,989,1604,1,11,0,611,4062,102135,0,5661,350,0,525,535,8,196552,4838,0,29,9,469,200614,Quercus-ilex
96381,42920,21858,14247,11129,8434,5031,3785,825,331,314,168,229,94,12,0,0.024234,0.595921,399.546,-0.498438,0.987562,104457,74.7463,452148,77.3791,15408,7909,3830,691,0,104,0,926,1855,0,42,3,679,4013,3656,1,2096,1647,0,288,2375,22,280204,56704,17,55,24,387,284217,Quercus-ilex
319974,9549,9054,9738,10744,9560,6432,5584,1276,325,325,236,481,357,184,106,0.356472,0.704825,397.857,-0.451835,0.942575,107474,146.069,453663,149.983,35182,11230,4025,891,7,207,0,884,1534,0,45,3,800,4553,4654,82,2063,628,0,23,1300,20,359997,76254,620,35,12,448,364550,Quercus-ilex
89487,37692,23641,20130,15237,8821,3404,2026,591,266,297,264,494,334,236,228,0.014149,0.548244,361.713,-0.485882,0.989735,101610,98.4499,392797,101.821,21237,7641,3300,568,0,91,0,895,1662,2,39,1,613,4163,9741,0,3551,758,0,427,1604,12,236498,76010,16,61,20,509,240661,Quercus-ilex
197715,10356,9564,10514,11958,9534,5514,3601,931,245,229,164,330,243,230,515,0.172319,0.68536,390.932,-0.495877,0.971282,108991,153.793,445363,157.701,14962,6948,3293,269,115,174,19,625,1401,0,31,0,374,3989,1095,0,1323,285,0,161,549,2,266250,75337,28,50,11,181,270239,Quercus-ilex
137828,15572,19022,19737,13351,6820,2250,1432,753,413,348,260,548,437,174,30,0.138073,0.59214,335.236,-0.46229,0.974896,99284.7,103.67,354129,106.919,30742,7130,2396,747,22,47,39,1031,1563,0,31,0,613,4154,40079,0,3936,501,0,243,640,6,168687,47160,0,28,12,412,172841,Quercus-ilex
205502,13558,11044,10635,11698,10412,6613,4957,1047,308,253,215,345,268,245,642,0.29932,0.715131,407.76,-0.487441,0.957705,107846,151.131,469605,154.56,22294,6040,2171,266,72,226,1,634,1509,0,18,6,472,4179,4456,0,1014,566,0,38,1040,22,303149,60185,60,45,9,211,307328,Quercus-ilex
220457,29511,32917,30262,16437,6495,2401,1402,770,412,339,183,167,53,15,0,0.236713,0.687898,368.931,-0.553337,0.980771,101956,48.0643,403352,49.3876,27083,14223,3352,830,58,380,0,1239,2129,1,56,2,828,4477,47887,24,13254,1389,0,131,2360,38,285885,51262,423,148,63,381,290362,Quercus-ilex
339820,9566,12230,14575,15050,11041,5720,4158,1265,384,366,268,516,413,317,294,0.387663,0.684312,381.336,-0.396525,0.913696,104162,143.039,424282,146.818,57512,20449,2951,647,432,737,80,1076,1403,0,81,8,582,4996,47385,285,4533,133,8,44,96,13,355415,40231,1255,18,25,196,360411,Quercus-ilex
130316,24823,22184,19235,8971,3042,1055,765,399,334,213,228,430,374,176,82,0.102669,0.622464,342.481,-0.505417,0.982209,101749,90.2833,367009,92.5837,24496,3161,1569,430,0,20,0,656,1553,0,12,1,442,3913,37102,0,738,579,0,301,577,1,171506,52394,0,106,18,212,175419,Quercus-ilex
150332,15045,15559,15475,11686,8598,5328,5106,1740,90,52,24,24,6,0,0,0.022859,0.66654,363.031,-0.626064,0.997496,86498,94.8264,373642,97.7002,20440,22271,10481,377,6,859,0,1541,2692,0,290,23,643,4017,6249,15,14607,10539,0,158,1924,5,234762,27912,269,50,90,90,238779,Quercus-ilex
64663,43694,24950,17050,12289,9198,5237,3132,762,362,326,140,141,41,6,0,0.06924,0.627028,396.718,-0.539674,0.990334,103166,78.8299,446064,81.4174,21332,9588,2360,591,55,135,13,947,1572,0,31,0,563,3798,6261,0,3845,1311,0,248,2436,2,249241,44741,1,26,29,277,253039,Quercus-ilex
271708,10493,8269,8618,10190,9017,6235,4964,1072,314,245,227,423,356,254,449,0.21758,0.702045,400.049,-0.492805,0.965817,109416,159.429,459763,163.484,19717,4873,2456,408,48,135,3,807,1560,0,39,5,658,4360,1920,0,669,347,0,188,802,44,332628,84680,10,24,8,308,336988,Quercus-ilex
181113,12134,9981,10619,11954,10431,6580,5309,1257,372,321,204,441,299,212,422,0.203223,0.674311,395.985,-0.471675,0.966083,108242,188.279,451968,193.238,19783,5893,2321,399,26,363,1,707,1686,0,66,1,502,4232,1787,8,792,376,0,42,878,10,274861,68753,151,36,13,223,279093,Quercus-ilex
192274,5580,4934,5655,7675,7550,5959,5521,931,456,313,202,270,174,70,4,0.395276,0.735328,410.013,-0.488089,0.943803,107185,104.585,472292,107.321,19171,8195,3837,396,0,173,0,932,1580,0,112,0,465,3797,2916,0,1775,910,0,980,662,3,248746,43355,3,53,29,165,252543,Quercus-ilex
163969,9036,11672,13379,11290,6610,2773,1781,706,403,424,285,509,224,58,4,0.312321,0.657197,357.269,-0.440317,0.946309,106204,108.198,393102,111.283,24186,5139,2062,646,1,43,0,828,1227,2,43,0,699,3897,11852,0,1924,308,0,380,81,31,186615,65294,6,21,8,251,190512,Quercus-ilex
127333,18686,23679,25842,16778,7733,2531,1512,730,407,330,213,532,590,493,382,0.144923,0.607042,330.546,-0.459353,0.970741,103976,118.588,354605,121.813,19191,3977,1832,351,1,20,0,630,1315,1,10,1,485,4190,8269,0,2204,150,0,221,108,2,187233,106294,0,19,7,211,191423,Quercus-ilex
313076,14504,13334,13115,10830,7196,3629,2612,1013,312,272,187,338,217,119,82,0.281886,0.733292,407.507,-0.524915,0.96488,105753,90.2903,466239,92.2333,32960,10567,2611,707,113,208,12,1230,1664,2,51,7,892,4466,16412,1,4392,498,0,135,1239,55,355138,51537,66,45,42,280,359604,Quercus-ilex
92704,67123,36818,22485,11642,7467,3880,2446,964,430,314,242,245,56,4,2,0.031622,0.628974,406.807,-0.547479,0.991904,102924,58.7811,461238,60.6825,20756,9623,2825,639,0,98,0,1407,2034,0,76,0,968,4366,8557,2,3773,1223,0,829,2584,34,330712,53421,30,68,35,518,335078,Quercus-ilex
268745,16701,12685,11265,10357,7911,4707,3578,912,345,238,241,504,389,257,303,0.133014,0.700274,410.404,-0.518239,0.976694,107521,118.964,473266,121.678,18228,3830,1763,326,48,183,1,562,1598,1,35,4,675,4391,2511,14,587,223,0,13,1024,24,350668,74246,186,46,11,313,355059,Quercus-ilex
244250,8025,10539,12762,15908,12774,6777,4252,1163,411,312,263,546,409,318,531,0.369769,0.66631,372.481,-0.385592,0.915758,106778,167.221,415126,172.051,37943,10936,3887,533,22,228,0,783,1326,3,63,3,613,4664,5986,2,2096,411,0,53,209,30,291981,88112,131,26,17,195,296645,Quercus-ilex
116550,49912,25099,15738,10720,7823,4081,2672,674,311,278,228,413,192,36,0,0.114746,0.659114,404.173,-0.539886,0.98613,104995,71.5473,460034,73.6435,21290,8959,2987,591,14,153,0,916,1844,0,37,5,604,4128,7236,3,3877,1525,0,462,1851,23,296581,52584,49,50,44,342,300709,Quercus-ilex
166693,20885,15945,12790,14046,11531,6712,4382,868,298,213,162,343,323,271,757,0.07636,0.575718,348.935,-0.462902,0.982477,103401,189.027,377791,195.137,9786,5279,2602,185,0,16,0,284,1912,0,39,33,385,4397,332,7,480,583,0,2,1845,10,256871,118437,167,61,18,141,261268,Quercus-ilex
284419,26998,19633,13526,10886,8860,5544,4626,1192,342,253,191,333,231,158,272,0.144713,0.661065,395.985,-0.493944,0.977452,107125,146.683,450315,150.515,13920,5019,3390,418,2,242,0,829,2024,1,40,3,919,4849,385,1,579,841,0,28,2090,49,383077,102996,68,98,15,327,387926,Quercus-ilex
186863,7453,6246,7142,8703,9003,7905,11037,6606,423,130,49,54,8,2,0,0.047748,0.638324,382.489,-0.547606,0.992686,93705.4,255.842,411488,264.004,31499,27280,18594,8981,0,41,0,4766,2828,0,95,5,792,4109,8207,0,7311,5251,0,485,1092,3,273453,23297,4,34,36,239,277562,Quercus-ilex
193688,13289,11873,12650,13826,9942,4912,2568,739,253,220,189,307,269,205,340,0.1341,0.666008,386.606,-0.503538,0.977709,107255,141.692,436471,145.333,18576,6391,2468,288,8,30,0,498,1498,0,31,10,461,4072,2665,1,1109,463,0,23,1267,16,267010,76465,144,88,41,166,271082,Quercus-ilex
242199,15093,13800,13215,11974,8850,5769,5253,1433,344,337,243,420,372,211,164,0.140167,0.66097,383.398,-0.478194,0.972524,110153,158.479,435690,162.746,18377,7578,4221,667,45,119,47,737,1506,0,31,2,601,4390,1393,0,845,479,1,87,459,22,314336,96944,41,34,7,343,318726,Quercus-ilex
217891,9270,11571,13106,13362,8657,4028,2225,610,216,190,153,373,354,240,1059,0.396641,0.710651,385.929,-0.437857,0.928829,112087,147.16,442182,150.136,9283,4032,2496,183,11,156,4,390,1225,0,48,8,238,4031,757,0,934,295,0,50,431,0,267474,89803,92,75,17,144,271505,Quercus-ilex
307305,10491,12409,13149,9806,6023,2893,1662,386,312,286,281,340,99,11,1,0.552418,0.800173,437.441,-0.488827,0.894312,95683,57.7465,500944,58.7121,113,15804,327,1737,0,5,625,2730,783,10,137,0,1042,4005,9,0,64191,5,14,875,136,34,337130,0,0,0,0,210,341135,Quercus-ilex
61465,50429,25601,15334,9908,6810,3186,1626,679,260,210,138,244,269,233,76,0.020614,0.556074,398.188,-0.448843,0.980302,105398,77.8943,451434,80.5796,4572,3513,3852,87,32,292,0,406,1604,0,39,2,284,3730,428,7,668,1741,0,51,1377,4,248469,60603,246,166,164,73,252199,Quercus-ilex
170303,16508,19344,20104,14744,8472,3731,2203,1183,411,210,76,56,8,0,0,0.281997,0.682827,374.944,-0.519775,0.971662,104728,61.4952,415880,63.3438,22926,8426,3454,1239,1,81,2,1389,1743,0,114,0,1033,4164,21954,0,5541,1306,0,695,1057,70,236588,55318,1,39,25,524,240752,Quercus-ilex
274723,7685,9683,11716,12783,10265,6236,4681,1013,305,226,229,449,427,442,554,0.411422,0.705348,384.253,-0.413039,0.915475,111091,146.594,438250,150.306,16376,3802,2480,384,37,222,1,613,1425,0,36,1,327,4312,698,11,719,410,0,148,529,4,318035,107953,146,82,7,241,322347,Quercus-ilex
68751,56074,31923,22160,14423,9392,4889,2658,1011,422,254,142,159,68,4,0,0.045561,0.599496,387.352,-0.527547,0.990708,103054,71.6454,431721,74.1847,25028,9811,2329,701,8,65,1,1481,1870,2,39,1,936,4183,12306,0,2824,799,0,470,2202,49,277341,57612,11,12,9,575,281524,Quercus-ilex
135105,32211,22068,19029,15352,8819,4156,2225,624,389,268,311,483,333,197,88,0.053323,0.604497,368.174,-0.504018,0.98648,104711,88.0038,406149,90.857,24721,10790,4049,593,0,34,0,904,1780,2,47,0,649,4235,17575,0,3860,1120,0,519,1196,22,258175,71545,0,47,25,313,262410,Quercus-ilex
169205,21711,17065,13363,13529,12393,7950,5855,1153,355,318,308,438,319,253,478,0.105967,0.609356,378.067,-0.467275,0.979331,104273,174.673,419735,180.077,24247,7082,2304,377,39,277,0,823,1803,0,68,4,896,4719,4261,0,1441,747,0,78,1976,165,289014,82874,163,89,30,327,293733,Quercus-ilex
134459,15313,17680,18299,11951,5657,2047,1298,859,430,315,320,627,480,229,46,0.255359,0.615986,338.288,-0.433995,0.956777,101646,113.554,361383,116.861,27247,6271,2475,528,9,72,5,829,1509,0,28,0,514,4093,24655,0,3608,280,0,252,163,6,163984,58185,4,25,13,248,168077,Quercus-ilex
273727,7086,7130,7886,10696,11108,8892,9556,2334,388,334,303,567,495,416,849,0.283068,0.627932,358.091,-0.398608,0.945697,109994,263.846,399349,272.735,16543,10092,5936,210,11,43,12,534,2009,0,44,12,508,4933,285,2,1327,461,0,7,1089,6,310602,134957,246,98,46,177,315535,Quercus-ilex
200723,6793,8454,10077,11758,8357,3773,1930,488,251,164,116,268,272,236,1240,0.415697,0.702218,379.398,-0.394356,0.903127,113191,193.868,434145,197.697,6116,2505,1665,169,1,20,9,322,724,0,15,1,102,3787,269,8,133,20,0,8,106,0,235088,90193,221,5,2,57,238875,Quercus-ilex
141122,32284,30862,27331,14870,7071,2702,1586,776,367,229,96,52,4,0,0,0.10559,0.610538,340.147,-0.535524,0.989137,95677.7,57.5119,355421,59.5067,24474,14519,3442,2273,23,143,9,1638,1829,5,65,0,1172,4352,66782,0,16089,1094,0,522,1849,152,206318,33629,1,39,9,724,210670,Quercus-ilex
173236,10246,14204,16843,17489,11892,5525,2654,748,295,209,175,354,370,374,1041,0.296923,0.638281,348.335,-0.394052,0.934015,111362,176.168,388066,181.22,10440,2621,1906,309,29,165,15,478,1281,0,28,3,327,4143,811,0,497,189,0,33,261,10,233305,121069,36,30,15,206,237448,Quercus-ilex
181237,12261,11332,11114,12053,9629,5609,3980,775,172,187,147,366,330,290,607,0.114568,0.635581,379.717,-0.478193,0.977838,107070,173.738,426068,178.573,19404,5891,2921,390,15,271,1,414,1405,0,21,0,404,4064,2356,3,875,699,0,6,892,3,255617,77297,85,88,11,264,259681,Quercus-ilex
154802,13125,12463,12153,8437,4348,1567,724,820,268,114,31,28,0,0,0,0.047699,0.66023,398.515,-0.580707,0.992821,87394.1,61.5829,426990,63.4524,655,13156,1856,5439,8,299,181,3134,1523,6,332,1,1311,3942,871,0,55404,78,0,1078,329,13,186532,0,0,0,9,235,190474,Quercus-ilex
163541,11592,11173,10768,8831,5985,2903,1824,430,224,268,228,335,315,264,830,0.105685,0.665306,385.039,-0.500314,0.978242,108872,165.467,436495,169.01,12136,6020,1857,222,59,145,13,561,1060,0,35,5,352,3738,2045,0,2147,65,0,104,172,4,210155,61225,15,15,3,154,213893,Quercus-ilex
