@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute Median numeric
@attribute MedianDeviation numeric
@attribute direction_0 numeric
@attribute direction_7 numeric
@attribute fourier2 numeric
@attribute fourier5 numeric
@attribute fourier13 numeric
@attribute fourier21 numeric
@attribute fourier28 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH32 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKSumAverage0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceEntropy90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKContrast135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_45 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc46 numeric
@attribute histogram_acc58 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.918527,0.296039,0.221193,1016,211,0.037371,0.041586,0.004588,0.001691,0.000107,66639,16764,11440,8973,3833,2546,887,621,324,362,367,211,296,72,66,27,346.572,-0.53801,0.995704,93424.6,2.70937,0.000435,111.625,361138,114.952,9666,0,2142,347,703,4,11,19,723,2346,0,6,20,1897,3699,4172,0,662,0,0,1,1581,186,109299,41227,19,347,7,835,161,112998,Nerium-oleander
1.00543,0.261128,0.210388,1001,236,0.006878,0.040157,0.005479,0.002004,0.000265,83257,3592,3421,3693,2409,1608,794,713,377,187,228,274,518,466,287,475,323.262,-0.485549,0.989732,98135.4,3.02418,0.002069,248.869,337889,255.276,9246,0,1288,411,363,0,2,61,374,955,3,2,0,858,3427,2031,0,202,0,2,22,0,9,71473,42015,1,411,0,696,7,74900,Nerium-oleander
0.965326,0.271567,0.210056,1024,205,0.023485,0.035529,0.005461,0.002216,0.000062,86506,11424,8098,6091,3395,2074,846,470,262,178,164,192,407,461,458,665,369.692,-0.511655,0.987828,108418,2.53121,0.00208,203.402,413919,207.348,2203,0,1318,442,286,0,1,47,303,1090,0,2,4,891,3529,67,0,200,0,19,0,16,3,114075,46504,3,442,0,718,17,117604,Nerium-oleander
0.959844,0.282716,0.220821,1021,218,0.011275,0.03587,0.005361,0.001808,0.000026,94188,10627,7419,6169,3579,2377,1076,594,351,181,176,159,369,424,432,842,362.675,-0.486244,0.981094,109575,2.65246,0.005812,212.356,405606,217.14,2844,0,1425,519,360,0,0,0,254,1194,0,3,0,751,3531,154,0,324,0,0,0,36,0,114389,51003,2,519,0,637,20,117920,Nerium-oleander
0.961484,0.265228,0.20263,1022,220,0.024076,0.046248,0.005449,0.002161,0.000078,70220,7081,5017,3976,2855,2249,1096,558,320,265,149,74,236,212,164,130,339.606,-0.520019,0.995038,91365,3.09614,0.000513,207.545,349282,213.624,14499,0,1763,385,498,0,0,83,804,1661,7,4,2,1302,3508,14635,0,123,0,21,33,1282,17,79281,18367,4,385,3,755,14,82789,Nerium-oleander
0.957968,0.27929,0.21676,1077,234,0.015849,0.035983,0.005697,0.001826,0.000061,82412,8867,8585,6782,2356,1255,474,477,237,179,229,138,272,357,372,1344,319.348,-0.53154,0.994384,84846,2.53995,0.000539,250.578,314456,254.867,8631,29,2290,1170,259,0,11,1,239,1018,0,107,0,192,3582,42818,0,407,44,0,2,128,0,82164,10280,2,1214,20,148,0,85746,Nerium-oleander
1.0924,0.238369,0.199082,963,251,0.003537,0.03908,0.005793,0.002166,0.000248,82198,15420,10776,7554,1791,1095,514,484,393,180,190,225,450,331,244,218,379.953,-0.566355,0.995943,87749,2.28199,0.000677,143.968,400023,146.483,5830,0,8139,202,235,5,6,418,900,1450,1,4,5,1671,3639,13630,1,22044,6,26,119,198,255,108203,445,22,208,10,787,42,111842,Nerium-oleander
0.917767,0.318872,0.246347,54,24,0.007703,0.037655,0.004788,0.001488,0.00019,91396,7966,4588,3805,2824,2079,1141,857,370,258,252,217,378,236,80,92,362.764,-0.495994,0.988163,103727,2.87208,0.002792,156.753,397636,161.732,10815,0,2156,528,573,5,3,60,816,1096,14,0,0,1138,3453,2192,0,696,0,0,370,43,17,104257,37589,5,528,2,426,41,107710,Nerium-oleander
0.968401,0.267372,0.207694,975,198,0.021853,0.037789,0.005405,0.001805,0.000093,126448,3249,3819,4158,2931,2170,874,532,346,248,263,349,578,300,194,181,392.298,-0.552309,0.988696,103763,2.23698,0.005204,123.456,440586,126.156,13460,0,2127,178,552,0,0,91,720,982,1,3,2,1211,3455,14387,0,674,0,31,7,169,23,121907,15735,7,178,7,712,15,125362,Nerium-oleander
0.920627,0.28712,0.213242,1038,217,0.030716,0.040339,0.006384,0.002546,0.00009,96171,5714,5208,4972,1889,1034,361,311,310,172,220,256,395,320,264,694,334.677,-0.550866,0.9956,88430.9,2.57108,0.000712,217.757,338726,222.066,10562,28,2438,1451,240,0,2,5,237,1174,0,115,0,160,3477,19041,0,579,164,0,9,263,0,90880,23284,1,1615,24,152,3,94357,Nerium-oleander
0.990584,0.259751,0.207379,1053,216,0.017368,0.037388,0.005295,0.00212,0.00022,81288,8690,4987,4126,3326,2631,1224,640,544,197,208,216,361,354,354,852,353.871,-0.492699,0.992015,94458.3,3.06357,0.000618,300.938,372535,309.171,14978,75,5370,2298,243,0,42,0,242,1017,0,139,0,142,3514,4028,0,828,201,0,0,8,0,101152,28621,39,2499,57,70,9,104666,Nerium-oleander
1.01936,0.265663,0.21529,1072,205,0.001241,0.039188,0.005313,0.001671,0.0003,134434,4821,4165,4737,3881,2838,1198,517,380,361,231,189,343,380,489,858,378.755,-0.54967,0.992455,103834,2.46149,0.002748,228.603,420507,232.853,3817,0,1287,865,707,0,2,0,494,1449,0,5,14,847,3656,128,0,283,0,0,0,513,15,135801,47212,14,865,6,453,32,139457,Nerium-oleander
0.959934,0.282508,0.218443,1036,225,0.008545,0.038216,0.005284,0.002095,0.000057,78714,11550,9287,7781,4759,3154,1272,743,478,204,159,135,388,371,271,160,359.8,-0.517914,0.993749,98448.3,2.85445,0.000872,148.057,386139,152.272,13875,0,2230,360,638,0,0,98,858,1692,0,8,0,1440,3669,12467,0,373,0,69,4,1486,89,108317,27033,8,360,0,731,39,111986,Nerium-oleander
1.026,0.256923,0.20715,1076,196,0.000015,0.043831,0.006158,0.002321,0.000253,76374,4992,3628,3594,2344,1628,674,457,547,245,232,215,460,588,504,611,336.269,-0.501142,0.993277,89323.1,3.07189,0.000561,312.339,342155,320.774,12748,62,4635,1728,281,5,24,26,444,1038,0,111,0,249,3423,6803,0,517,10,1,61,20,0,77580,24296,37,1738,46,90,6,81003,Nerium-oleander
0.986633,0.273177,0.215474,1083,211,0.012528,0.04019,0.005534,0.001994,0.000004,70830,13503,9273,7618,2981,1852,590,621,300,329,226,140,378,251,128,92,358.911,-0.530895,0.994063,93514.6,2.65094,0.000603,138.139,378135,141.565,4236,0,3382,129,484,1,4,32,747,1333,1,1,0,1514,3585,46473,0,491,0,0,0,244,33,95960,932,10,129,0,885,10,99545,Nerium-oleander
0.974368,0.264057,0.205748,1036,215,0.018717,0.035961,0.005417,0.001928,0.000099,65554,7684,5024,4323,2257,1362,433,382,456,190,142,133,252,358,275,1450,336.778,-0.463694,0.989036,93223.9,3.19641,0.000598,353.933,348270,363.042,15834,26,3243,1518,796,5,16,10,427,724,0,61,0,141,3404,3821,0,553,16,0,208,1,0,74753,26212,32,1534,26,108,9,78157,Nerium-oleander
0.984665,0.248436,0.190323,1001,219,0.046069,0.039146,0.00533,0.001924,0.000094,144263,4342,4433,4272,1962,1150,461,369,250,226,261,236,418,302,117,48,408.042,-0.556493,0.978558,100076,1.7888,0.013467,105.288,459683,107.025,4383,0,4805,98,510,0,0,5,753,696,2,19,1,1148,3553,36160,0,1309,0,0,2,32,1,130057,49,4,98,2,935,0,133610,Nerium-oleander
1.00245,0.260364,0.211504,1001,227,0.022898,0.041731,0.005762,0.002175,0.0001,83682,4996,3520,3342,2447,1392,646,434,433,108,199,193,343,415,363,751,338.32,-0.505238,0.993239,88820,3.03025,0.000729,295.595,344058,303.43,15306,69,3216,2130,272,0,37,0,281,1033,0,112,1,123,3409,4530,0,407,81,0,178,91,0,85056,26565,14,2211,44,84,4,88465,Nerium-oleander
1.01234,0.266946,0.214276,1058,196,0.001381,0.040594,0.006137,0.002192,0.000088,89076,5251,4229,3677,3073,2063,1062,685,293,191,188,170,311,340,211,367,344.631,-0.506451,0.994027,97224.3,3.05615,0.000781,179.934,363997,185.397,7564,0,2119,473,861,0,6,99,1066,1585,0,4,2,1354,3553,1855,1,257,0,21,54,1847,128,86531,37475,51,473,3,645,59,90084,Nerium-oleander
1.06599,0.247649,0.207076,1041,187,0.004234,0.038721,0.005146,0.00184,0.000245,91254,4284,4115,3665,1742,1118,485,183,240,209,219,190,413,492,328,315,357.831,-0.549745,0.995379,92489.2,2.58685,0.001205,154.75,375377,158.188,4964,0,2792,127,411,0,0,4,604,1274,1,9,9,1460,3432,35749,0,759,0,0,0,300,49,78457,1274,0,127,1,924,29,81889,Nerium-oleander
1.00027,0.257451,0.205752,1043,202,0.015286,0.04566,0.005918,0.001825,0.000142,100330,6339,4700,4536,3359,2136,708,597,863,360,416,339,563,303,291,543,364.376,-0.549273,0.994591,93188.9,2.6522,0.000826,269.745,385245,275.816,15165,43,4760,2083,140,0,92,0,343,1154,0,130,1,136,3487,7030,2,775,141,0,2,12,0,113321,23576,117,2224,80,63,21,116808,Nerium-oleander
0.935972,0.290702,0.219307,1028,206,0.039018,0.036911,0.00621,0.002176,0.000161,100981,4695,4968,5206,3226,2091,876,640,323,208,244,252,484,334,251,675,357.273,-0.509197,0.989887,100736,2.75063,0.002701,188.189,385923,192.812,15763,0,1955,286,612,0,0,148,776,1246,1,8,2,777,3520,11797,0,204,0,21,46,597,1,95455,23463,2,286,2,514,15,98975,Nerium-oleander
0.925827,0.292735,0.218408,1006,219,0.040887,0.042693,0.005104,0.001806,0.00019,122840,3359,3851,4287,3886,2938,1296,612,473,276,286,273,513,331,271,562,377.391,-0.446108,0.944248,106824,2.24611,0.020543,178.753,422727,182.933,15062,0,2021,566,1071,1,1,102,839,1005,0,0,0,532,3502,3560,0,73,0,2,391,15,0,118318,33913,8,566,0,386,1,121820,Nerium-oleander
1.02596,0.255376,0.206452,1126,194,0.007782,0.041577,0.005906,0.001971,0.000367,80967,4212,3714,3818,2904,1981,706,519,578,203,249,163,369,382,557,1041,336.745,-0.478681,0.991291,90457.7,3.2356,0.00067,346.07,344325,356.09,16489,51,3783,1712,892,11,19,5,569,937,0,89,0,172,3545,2756,0,1037,3,0,13,8,0,80516,27158,11,1715,27,88,6,84061,Nerium-oleander
0.927143,0.274648,0.203541,959,257,0.025118,0.039521,0.005636,0.00172,0.000117,74710,15634,10206,7599,4952,3484,1503,857,495,267,221,189,270,222,256,284,364.58,-0.511349,0.990441,104763,2.80841,0.003637,172.563,401502,177.263,6970,0,1894,594,554,0,2,140,550,1616,0,8,9,1114,3695,870,0,464,0,153,2,793,34,126855,49504,9,594,1,675,28,130550,Nerium-oleander
1.01152,0.26973,0.220027,1067,199,0.007946,0.033854,0.00443,0.001784,0.000039,100426,3872,2893,3068,3238,2592,1198,739,517,150,130,166,291,323,420,1182,351.749,-0.514401,0.99357,94555.8,3.01501,0.000682,313.717,369778,322.268,12467,44,3047,1905,801,2,20,6,470,935,0,95,1,162,3479,1143,0,343,8,0,166,13,0,102336,36318,14,1913,29,82,8,105815,Nerium-oleander
0.905628,0.302758,0.225491,58,13,0.022519,0.039587,0.005485,0.001913,0.000038,139654,2966,3015,3414,2826,2032,1080,659,284,216,208,164,498,346,188,165,396.794,-0.524101,0.974502,103858,2.08366,0.01278,142.532,447500,145.49,11636,0,2643,172,556,1,0,65,790,1018,5,3,0,785,3482,30032,0,306,0,2,251,190,2,129717,5147,10,172,12,520,10,133199,Nerium-oleander
0.928569,0.294505,0.221747,872,173,0.037509,0.040283,0.00471,0.001825,0.000198,161281,2073,1383,1379,1469,1637,1135,1125,353,57,51,57,123,169,176,120,422.023,-0.476919,0.929554,106294,1.6611,0.028308,145.509,490622,148.548,4209,127,7320,7780,78,0,10,0,181,1378,0,257,0,101,3331,60,0,541,1613,0,146,154,2,148274,19835,138,9393,164,55,10,151605,Olea-europaea
0.907739,0.295577,0.219633,915,200,0.04749,0.044429,0.005557,0.001721,0.000126,149260,2133,2171,2176,2406,2375,1744,1338,393,252,294,301,258,284,99,6,404.12,-0.498378,0.970118,106782,2.20335,0.011542,166.293,462813,170.457,11012,50,5640,4510,262,0,0,2,258,1154,0,94,2,175,3448,2630,0,901,1546,0,147,80,1,142264,23962,0,6056,30,141,4,145712,Olea-europaea
1.00376,0.257229,0.200729,869,243,0.023244,0.040539,0.00588,0.00221,0.000043,127461,7146,3895,2866,2156,1881,1855,2806,2344,12,9,3,0,0,0,0,420.36,-0.591748,0.995089,94401.6,2.49277,0.002674,232.283,471316,239.064,5115,0,16894,11757,1036,3,171,0,2137,2607,0,35,1,921,3506,53,0,3289,1700,0,431,691,15,156646,4427,16,13457,20,204,300,160152,Olea-europaea
0.648956,0.445994,0.257244,723,297,0.030614,0.034204,0.002704,0.001408,0.000535,199532,6569,7411,7878,6145,4456,2200,1169,842,217,290,164,142,12,0,0,375.458,-0.510987,0.96314,104931,1.87383,0.022,71.0116,416999,72.8752,13852,8,8022,6408,672,0,0,1,460,1653,0,160,0,244,3677,13096,0,2318,7966,0,222,866,0,188465,45122,0,14374,25,259,8,192142,Olea-europaea
1.07428,0.242871,0.206265,1040,193,0.011739,0.038426,0.00558,0.002173,0.000059,145314,4441,3480,3075,2802,2361,1463,1434,726,231,234,126,177,219,282,288,404.864,-0.508328,0.976788,106683,2.25565,0.009269,141.25,463812,144.694,6183,230,6405,7497,97,0,41,0,201,1734,0,336,0,118,3584,253,0,663,3338,0,53,231,3,148002,25758,11,10835,246,70,14,151586,Olea-europaea
0.80437,0.360185,0.247804,723,227,0.022968,0.039891,0.004768,0.001381,0.000227,177027,2790,2699,2920,3591,3638,2369,1889,543,143,170,159,337,209,18,0,412.733,-0.526966,0.977882,106947,2.1359,0.009726,110.873,476451,113.736,9686,68,5256,4478,282,0,1,0,248,1341,0,115,0,174,3426,1578,0,767,2057,0,114,392,0,180529,30737,0,6535,59,151,10,183955,Olea-europaea
0.987584,0.28517,0.228021,795,170,0.001254,0.038937,0.003393,0.000982,0.000287,123636,7297,3296,2210,1862,1755,1235,988,324,104,102,95,250,92,3,0,429.552,-0.480672,0.978259,100700,2.43758,0.002588,107.204,495219,110.36,7748,158,8229,5028,334,0,4,12,381,1365,0,320,0,227,3246,1380,0,1975,1229,1,233,654,1,144965,9883,2,6257,127,132,5,148211,Olea-europaea
0.957519,0.259259,0.1938,887,277,0.050206,0.039011,0.004959,0.001573,0.000003,176944,3981,4128,4594,3840,2824,1557,967,576,468,318,340,554,258,342,402,428.219,-0.487291,0.906607,109298,1.26575,0.033004,140.164,504801,142.113,6016,41,4431,3000,142,4,25,0,277,1200,0,66,0,88,3651,415,0,889,242,0,96,38,0,190093,30685,26,3242,27,88,1,193744,Olea-europaea
0.879885,0.296223,0.213811,1128,256,0.037446,0.035773,0.003672,0.000741,0.000188,37717,5032,2695,2005,3869,4432,4413,5077,881,301,113,34,43,124,162,96,295.28,-0.290048,0.954523,72119.4,4.66651,0.001966,456.872,268373,488.39,6000,0,34920,29514,484,0,2,0,558,2036,0,62,0,175,3631,4,0,4187,4464,0,168,76,0,49966,3263,1,33978,2,309,12,53597,Olea-europaea
0.831934,0.34082,0.235826,786,192,0.050173,0.034692,0.004064,0.001092,0.000138,289151,6289,8118,8373,5954,3966,1571,583,625,30,8,0,0,0,0,0,480.274,-0.542501,0.833228,93880.2,0.323446,0.04457,26.5846,574143,26.8682,0,0,215,11,2223,0,2,3813,7678,1365,6,0,0,665,3720,0,0,0,0,912,19358,93,15,330822,0,0,11,0,206,156,334542,Olea-europaea
0.993459,0.283552,0.227661,914,162,0.013828,0.035776,0.004284,0.001447,0.00039,164869,2352,1951,2296,2743,2643,1631,1077,423,222,162,142,276,117,27,0,433.838,-0.532056,0.964892,102752,1.72679,0.013911,109.937,505102,112.221,9055,28,10220,5499,283,6,21,0,365,1339,0,83,0,184,3389,2382,0,3282,935,0,220,76,0,166684,10109,1,6434,41,90,14,170073,Olea-europaea
0.933054,0.292283,0.222466,901,182,0.038454,0.040837,0.006634,0.001993,0.000425,111462,15683,7541,5040,3796,2760,1397,705,411,205,320,244,363,186,208,524,428.243,-0.521016,0.976339,105999,1.92745,0.004401,125.554,500281,127.711,7399,88,5826,4110,80,0,30,0,160,1058,0,93,0,110,3459,639,0,989,479,0,10,24,0,181700,23937,2,4589,49,53,4,185159,Olea-europaea
0.778634,0.359529,0.239061,721,304,0.013994,0.03903,0.005446,0.001473,0.000321,130914,4847,3849,3727,3260,2779,1626,1462,358,121,193,252,202,36,0,0,349.965,-0.495414,0.990364,100183,2.99963,0.002494,124.559,375028,129.556,13788,72,9096,4912,583,0,13,1,401,1720,1,289,1,237,3496,8726,0,3733,2039,0,160,1487,21,113090,31507,0,6951,87,236,20,116586,Olea-europaea
0.948655,0.29725,0.231493,975,252,0.002215,0.04168,0.005431,0.002149,0.000159,77809,4825,3828,3481,2724,2308,1698,2952,2719,37,16,8,8,0,0,0,353.844,-0.438871,0.98695,90912.6,3.87561,0.003505,574.992,367515,599.615,13348,35,13587,14675,1531,0,5,3,1157,3091,0,16,1,625,3490,702,0,620,4398,0,253,1091,7,85075,12642,6,19073,0,384,53,88565,Olea-europaea
1.00941,0.262244,0.208574,914,201,0.007436,0.048393,0.006315,0.002142,0.000172,140429,2819,2222,2132,1703,1470,1267,1902,1275,15,6,6,3,6,0,0,425.439,-0.502209,0.971697,97062.7,2.35557,0.016771,265.545,483380,273.1,3717,0,15608,10325,1079,0,136,0,2306,2484,0,4,2,908,3402,18,0,4941,1926,0,360,493,13,137011,2848,21,12251,7,140,230,140413,Olea-europaea
0.949967,0.279674,0.212135,688,254,0.018413,0.038144,0.005155,0.001959,0.000205,173846,7112,4848,4337,3217,2725,1418,992,905,118,147,150,331,257,144,30,430.429,-0.526554,0.94128,106769,1.3756,0.02684,80.9947,504909,82.4486,4632,82,6756,4416,117,0,26,0,200,1545,0,207,0,130,3419,394,5,2030,1274,0,2,317,0,194099,26832,333,5690,105,57,7,197518,Olea-europaea
0.919625,0.269378,0.198009,981,189,0.040943,0.043232,0.005874,0.001339,0.000174,154602,1696,1619,1862,2274,2131,1226,1020,406,471,264,48,33,0,0,0,427.446,-0.456954,0.915361,99820.5,1.64133,0.029948,132.517,490506,135.567,10931,1,12456,894,2149,2,1,6,979,791,43,61,0,449,3454,11143,0,3525,12,0,206,8,21,143443,354,0,906,11,294,3,146897,Olea-europaea
0.887528,0.30481,0.219783,963,218,0.019672,0.039391,0.005652,0.002311,0.000102,127837,4795,2255,1746,1364,1428,1416,2372,2579,57,43,10,0,0,0,0,398.99,-0.536837,0.993286,94900.6,3.03501,0.002596,355.015,438353,367.618,11029,19,17450,11244,1738,8,56,2,1882,2696,0,45,0,815,3523,312,0,2208,845,0,453,605,35,131191,7608,2,12089,9,288,252,134714,Olea-europaea
0.833525,0.366109,0.260251,739,281,0.002823,0.041302,0.005022,0.001359,0.000625,169897,2147,2529,3097,5105,5153,4109,3148,535,385,265,196,369,386,205,21,401.537,-0.441517,0.921287,105474,1.88491,0.027561,154.239,456820,158.19,23123,8,9482,4771,399,0,1,0,346,1076,0,65,2,176,3540,8833,0,1125,277,0,279,18,0,180843,22210,0,5048,20,163,3,184383,Olea-europaea
0.846165,0.292432,0.208049,1745,495,0.191404,0.054823,0.012621,0.002185,0.000802,28339,5720,4180,3916,6864,7198,6699,6980,957,497,200,8,16,28,48,116,302.709,-0.304502,0.96234,73350.5,4.63269,0.001359,431.599,278490,460.971,4733,0,35048,39701,496,0,24,0,786,2250,0,136,0,246,3733,1,0,2848,11664,0,478,94,3,64786,4078,8,51365,11,223,10,68519,Olea-europaea
0.702029,0.429719,0.263454,733,312,0.026146,0.036394,0.004192,0.000983,0.000105,148251,5984,6522,7450,7182,5872,3373,2389,580,526,428,252,634,398,56,0,359.149,-0.499427,0.978462,108225,2.44888,0.009026,124.511,398571,128.295,13442,53,7896,5762,218,0,61,0,216,1409,0,113,0,105,3616,2774,0,2198,1572,0,14,312,0,163975,58328,2,7334,35,156,8,167591,Olea-europaea
0.947845,0.258265,0.187988,837,216,0.035088,0.03862,0.005383,0.001275,0.000204,173992,2345,2309,2414,2751,2371,1802,1717,483,296,298,237,298,95,15,0,434.44,-0.473442,0.893608,106836,1.26489,0.035103,138.429,511746,140.859,11854,8,4244,1820,505,0,0,3,400,958,46,91,1,280,3487,3955,0,1101,128,0,195,119,55,179172,17669,0,1948,14,193,0,182659,Olea-europaea
0.967157,0.281051,0.218438,955,190,0.026154,0.03947,0.005494,0.001922,0.000113,124809,4461,3209,2685,2192,1823,1120,817,692,98,84,89,174,212,231,378,399.935,-0.479687,0.953932,107821,2.01936,0.019627,164.892,457865,168.514,6860,143,5710,4989,78,0,11,0,111,1419,0,257,1,63,3379,432,0,973,791,0,73,30,0,126709,26545,17,5780,194,60,5,130088,Olea-europaea
0.947147,0.300972,0.235073,991,210,0.016224,0.043356,0.006218,0.00223,0.000199,88234,5960,3531,3358,2678,2591,1879,2545,2108,8,8,4,8,0,0,0,368.921,-0.493819,0.993347,93252.4,3.59755,0.00097,511.604,391678,531.432,9205,98,10098,14375,561,0,57,0,769,2994,0,46,4,641,3540,182,0,200,1345,0,228,948,12,107575,20191,66,15720,13,343,81,111115,Olea-europaea
0.735802,0.405277,0.264249,744,206,0.010684,0.039041,0.005463,0.00164,0.00002,228034,7006,7500,7542,5006,4067,2108,1221,572,292,260,190,144,2,0,0,423.167,-0.556301,0.953645,104765,1.27268,0.027204,54.1947,490058,55.1931,10952,25,7524,3961,1610,0,0,0,470,1345,0,206,0,269,3607,16325,0,4290,1699,0,138,1589,2,240092,21818,0,5660,25,351,4,243699,Olea-europaea
0.976341,0.288454,0.229645,880,183,0.014992,0.04339,0.004864,0.001391,0.000124,175491,2293,1810,1751,2123,1963,1327,1287,756,81,102,102,223,227,45,3,430.988,-0.486747,0.923319,104553,1.48951,0.030365,112.827,502840,115.192,8802,95,8812,5761,217,0,3,7,323,1506,0,242,0,155,3428,885,0,2191,1099,0,173,210,1,169637,15208,1,6860,121,72,0,173065,Olea-europaea
1.04919,0.249113,0.204904,1011,188,0.005965,0.039149,0.004878,0.001687,0.000144,125301,1961,1755,1921,2721,2943,2067,1595,544,416,446,394,445,28,0,0,412.159,-0.441279,0.920726,104564,1.8724,0.027949,186.047,472463,190.509,13669,20,6151,3337,974,0,1,0,453,893,5,87,0,250,3437,7724,0,1081,296,0,236,1,1,127715,10923,0,3633,14,217,4,131152,Olea-europaea
0.875573,0.2942,0.212146,866,210,0.021747,0.035272,0.00541,0.001693,0.000009,153040,2829,2946,3097,3147,2727,1606,891,408,531,431,131,350,239,30,0,408.221,-0.51488,0.970282,103762,2.03254,0.012869,128.414,465005,131.49,5589,89,8955,9712,114,0,64,0,275,1390,0,116,2,111,3408,167,0,1184,7367,0,114,222,0,146879,19498,125,17079,49,48,6,150287,Olea-europaea
0.919594,0.337827,0.263772,857,232,0.004324,0.035922,0.00468,0.001107,0.000008,179742,3746,3832,4296,4549,3995,2795,2370,586,245,317,246,487,146,0,0,413.078,-0.495784,0.938857,108157,1.61317,0.028104,110.133,478639,112.592,12392,85,6669,2977,508,0,2,13,446,1262,0,252,0,239,3580,4470,0,2377,452,0,314,428,2,192545,29752,0,3429,77,190,0,196125,Olea-europaea
0.958851,0.290898,0.228949,938,219,0.019163,0.040338,0.004911,0.00138,0.000091,144951,2527,2547,2788,3531,3461,2774,2732,792,398,337,180,168,30,0,0,400.29,-0.462625,0.939835,106474,1.9648,0.026152,148.108,456394,152.121,14600,113,7768,3351,655,0,16,1,425,1382,0,186,0,218,3553,6481,0,2372,233,0,244,39,0,151427,22453,0,3584,60,205,24,154980,Olea-europaea
0.729344,0.447933,0.289996,731,236,0.004765,0.042618,0.004084,0.001338,0.000076,242937,9707,9882,9971,7293,5783,2987,1545,830,273,151,24,2,0,0,0,432.008,-0.555023,0.941387,101698,1.14652,0.031857,42.8597,500285,43.6965,10553,21,10495,3304,3929,0,17,0,543,1552,0,287,0,331,3779,24913,0,9409,1452,0,225,1489,5,278279,7005,0,4756,66,382,11,282058,Olea-europaea
0.985946,0.276446,0.220222,943,192,0.015096,0.035147,0.005297,0.001981,0.00003,146192,2776,2691,2676,2140,1467,668,519,288,241,238,328,393,202,190,434,407.957,-0.509074,0.958714,108993,1.8084,0.018695,172.742,471939,175.695,6318,47,5685,3712,88,0,16,0,206,1028,0,53,1,93,3415,591,0,897,366,0,25,8,0,137317,27177,15,4078,27,58,3,140732,Olea-europaea
