@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute vetor_caracteristica_0 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc40 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc47 numeric
@attribute histogram_acc57 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
15318,8736,4732,3586,579,0,582,4020,712,31,4,701,6924,1122,476,1098,7,1763,279354,58869,596,0,60,244,0,286278,Pistacia-lentiscus
2854,13862,10193,1785,2045,17,1700,3633,2514,24,1,2039,7359,124498,5830,17,26,858,270070,3789,621,1,7,154,7,277429,Pistacia-lentiscus
4911,17179,10356,1686,2018,2,1740,4565,3267,27,4,3157,7469,62711,4481,94,22,3803,265494,7916,239,0,17,128,0,272963,Pistacia-lentiscus
18182,25015,6337,3002,2541,25,2191,5794,3254,13,3,3249,7617,55726,3044,493,56,6963,299361,42229,6,1,21,237,0,306978,Pistacia-lentiscus
22,8031,12403,851,1940,0,2236,1822,1610,0,0,1773,5940,31632,16965,51,77,174,401803,24,0,231,0,97,0,407743,Pistacia-lentiscus
9717,32637,44314,42065,1281,55,974,6309,1740,87,36,727,7015,12078,8020,39101,30,3588,193932,19375,1381,58,26,353,0,200947,Pistacia-lentiscus
4688,18132,18005,3611,2025,25,2081,5221,2318,42,1,2874,7584,55265,25817,457,25,4192,410247,7114,2774,2,87,235,0,417831,Pistacia-lentiscus
17704,11961,5286,3184,852,1,880,4792,1191,39,15,1352,7787,1819,1158,52,41,1848,282317,102214,1573,13,80,204,0,290104,Pistacia-lentiscus
1704,14224,16095,1681,2352,6,2096,2717,2152,3,0,1883,6901,44695,22697,288,28,757,407125,2152,0,193,6,223,0,414026,Pistacia-lentiscus
10126,22849,15407,2274,1512,52,2179,5559,2925,100,12,4209,7898,54746,18748,70,34,6695,430486,23346,3387,8,21,94,0,438384,Pistacia-lentiscus
6419,21229,27870,18247,784,1,648,5395,965,48,13,399,6625,9460,9736,8787,30,1876,200625,8764,212,0,77,276,0,207250,Pistacia-lentiscus
24,10217,17400,1382,2461,63,2506,2432,2948,9,0,2943,7057,39236,31999,159,19,503,401073,29,54,56,10,189,0,408130,Pistacia-lentiscus
2577,11914,15488,19692,2317,9,1476,6039,2184,58,0,997,7451,9030,2845,41426,14,2394,172882,3305,138,0,12,227,0,180333,Pistacia-lentiscus
8330,20746,8250,2216,1353,5,1169,3341,2015,8,0,1956,7657,48251,4364,41,0,451,333188,11933,17,0,4,79,0,340845,Pistacia-lentiscus
76,2468,28186,24477,2489,33,2075,4893,1880,91,1,1711,7176,1088,44223,18070,4,1070,178270,78,254,0,9,62,0,185446,Pistacia-lentiscus
743,12514,13558,1179,1859,6,1614,1941,1438,5,0,1354,6546,49198,14048,17,12,38,378582,903,10,168,8,105,0,385128,Pistacia-lentiscus
7194,16219,7854,1839,1252,1,833,2180,935,3,0,680,6255,46256,5152,30,4,72,367953,11786,15,1,13,99,0,374208,Pistacia-lentiscus
5869,21087,13869,2601,1858,1,1158,3053,1688,9,1,1424,7214,42526,8896,122,1,740,340066,11617,129,0,6,148,0,347280,Pistacia-lentiscus
4783,18936,17611,2737,3590,107,4116,6039,3998,65,0,4172,7943,81520,21217,139,175,6107,282696,7796,2101,46,8,172,5,290639,Pistacia-lentiscus
12699,6712,2372,3546,1263,9,766,5774,1867,14,3,1406,7418,683,445,913,72,6046,293644,123061,724,3,77,374,0,301062,Pistacia-lentiscus
6306,16477,8389,1632,2084,9,1887,4222,2703,16,1,2988,7778,77357,4484,76,31,1902,311696,10548,192,1,28,190,0,319474,Pistacia-lentiscus
11977,20794,8062,2364,2146,22,1686,4504,2478,32,0,2120,6997,57738,4096,274,165,3483,322069,26376,1033,0,14,91,0,329066,Pistacia-lentiscus
310,10381,15110,1248,2104,29,2049,2324,1883,9,0,1759,6732,47888,19614,23,9,279,349355,324,210,12,18,165,0,356087,Pistacia-lentiscus
753,12332,11845,1464,1839,0,1619,3680,2855,17,1,2667,7638,69229,8016,4,1,539,315165,784,470,4,19,76,0,322803,Pistacia-lentiscus
18566,17795,4938,3069,1310,3,1510,6266,2402,48,4,2941,7851,12183,1696,640,45,10407,346088,93205,436,6,33,214,0,353939,Pistacia-lentiscus
5688,16682,11287,1918,1947,10,2174,3046,1769,20,1,2098,7273,113133,8514,134,38,1000,339079,8977,1495,4,20,271,0,346352,Pistacia-lentiscus
772,16237,21135,2153,2394,83,2814,3476,2213,57,3,2628,7354,42493,31913,104,34,1334,484172,904,1566,19,18,88,0,491526,Pistacia-lentiscus
14098,6974,3141,2816,552,7,617,4517,868,83,11,1175,7198,940,358,115,3,1544,237871,75744,766,0,37,153,0,245069,Pistacia-lentiscus
15348,22957,5607,1885,1371,1,1472,5414,3660,7,1,3227,7976,49357,3610,5,0,3388,358860,31358,0,13,7,173,0,366836,Pistacia-lentiscus
85,10563,20664,857,2430,9,2798,2232,2653,8,2,2451,7401,32020,27808,2,2,150,408566,86,536,16,9,140,0,415967,Pistacia-lentiscus
17282,22182,6460,1932,1285,19,1104,3500,1773,6,0,1677,7360,37241,3525,32,2,995,372171,56440,0,82,29,180,0,379531,Pistacia-lentiscus
952,17210,20448,2555,2225,26,2096,3335,1573,64,4,1729,7040,44701,28382,67,28,733,432362,1345,2533,15,17,88,1,439402,Pistacia-lentiscus
18978,14780,4151,3468,963,0,964,5667,1758,45,12,1979,8074,5774,1919,290,3,3839,233209,86002,198,0,70,231,0,241283,Pistacia-lentiscus
475,11079,11094,1000,1687,24,1480,2281,2240,5,2,1878,7626,60391,5493,0,10,143,272530,487,17,11,6,57,0,280156,Pistacia-lentiscus
18470,20420,5196,1458,682,89,689,1886,1079,96,7,1123,6915,16057,655,0,0,19,327724,48887,1914,2,3,28,0,334639,Pistacia-terebinthus
33384,32838,13935,7680,1034,0,1180,3205,662,5,1,1194,7148,8524,1441,904,5,410,242710,113393,20,93,21,84,0,249858,Pistacia-terebinthus
24283,38272,15930,2243,787,1,888,2606,702,122,6,849,6804,55576,8610,34,0,543,290876,56308,2509,6,25,95,0,297680,Pistacia-terebinthus
17837,27877,9083,1827,494,8,586,2247,686,138,16,731,6543,53092,3427,10,0,273,363105,33237,3444,0,8,38,0,369648,Pistacia-terebinthus
20511,19723,7329,3680,539,1,726,2260,546,8,1,908,6043,5755,1779,255,6,187,339057,75063,7,140,14,107,0,345100,Pistacia-terebinthus
16942,30829,13524,1945,750,2,866,2706,968,80,0,1159,6673,73124,5370,76,27,779,309243,39597,1682,0,10,61,0,315916,Pistacia-terebinthus
20649,23842,11279,5429,727,0,847,3243,603,45,1,1008,6852,8113,2212,625,3,502,287310,78901,110,0,14,143,0,294162,Pistacia-terebinthus
26270,38411,17534,4194,1038,2,1140,2593,766,76,6,1374,8056,40411,5545,133,2,95,324596,50641,565,16,7,31,0,332652,Pistacia-terebinthus
23066,34965,13671,2142,1131,0,1187,2594,1042,89,4,1558,8627,45855,3844,19,0,160,331812,44931,239,7,2,39,0,340439,Pistacia-terebinthus
16668,27148,9280,1430,1363,146,1341,2601,1368,27,0,1271,6842,40426,2585,21,9,698,470647,34164,174,153,30,166,0,477489,Pistacia-terebinthus
15822,31337,15993,1967,872,25,1030,2602,1003,99,9,1364,7606,62662,7085,10,0,318,320780,32170,2091,7,15,30,0,328386,Pistacia-terebinthus
29455,34236,7247,1364,1092,19,1334,2271,1331,1,0,1496,7861,27292,857,0,0,49,332145,62524,168,300,6,33,0,340006,Pistacia-terebinthus
22969,26959,11572,3866,764,0,949,2485,560,7,3,1099,6496,14899,3074,919,0,357,304292,74538,24,8,11,69,0,310788,Pistacia-terebinthus
22258,24675,7505,2127,938,23,1137,2763,1436,54,0,1368,7606,18048,1428,53,0,124,326414,66513,419,118,11,85,0,334020,Pistacia-terebinthus
23518,28390,8210,1718,855,56,969,2348,1070,135,15,1209,7427,21976,1894,13,0,155,408872,48674,1693,0,12,31,0,416299,Pistacia-terebinthus
17575,24681,14928,7933,755,0,1629,2468,559,12,0,1044,7890,10397,4380,1895,53,89,348086,62675,1,1070,5,69,0,355976,Pistacia-terebinthus
26226,32788,9172,2087,887,128,1035,2313,1116,160,20,1283,8039,24296,1800,34,0,105,359876,55857,1896,2,1,23,2,367915,Pistacia-terebinthus
29288,38595,10930,1601,856,135,977,2332,843,25,4,1108,7406,41221,3848,1,0,215,457534,66076,605,221,5,24,0,464940,Pistacia-terebinthus
21057,19265,7387,5163,824,0,975,2614,505,1,0,679,6636,4799,1187,736,13,180,257534,89155,4,33,16,84,0,264170,Pistacia-terebinthus
26191,26143,6074,1697,995,20,909,2477,1328,32,1,1173,7347,14498,971,27,0,106,390107,75087,231,42,15,60,0,397454,Pistacia-terebinthus
30307,32003,12922,5497,931,0,1283,2946,656,9,4,1094,6604,11458,2449,682,13,485,245722,91131,2,53,31,117,0,252326,Pistacia-terebinthus
24959,39504,13200,2393,1165,8,1190,2635,1461,155,13,1742,8677,44993,3157,42,0,57,350349,40651,2634,1,26,23,0,359026,Pistacia-terebinthus
19280,26569,5801,1024,1002,47,1202,1628,947,4,2,992,7042,29667,411,0,41,46,333595,31061,82,337,10,44,1,340637,Pistacia-terebinthus
21430,29649,9326,2529,876,169,1006,1947,886,108,7,1269,7928,28587,1654,89,1,29,330897,39944,1144,29,5,26,0,338825,Pistacia-terebinthus
20879,24786,11264,3700,910,4,1133,2467,579,13,0,1137,6455,12121,3835,345,14,263,252783,66937,17,119,6,43,0,259238,Pistacia-terebinthus
27173,32418,9609,3867,997,0,1200,2170,683,1,0,874,6437,21559,1545,167,21,120,254429,70798,7,158,7,53,0,260866,Pistacia-terebinthus
32219,31933,14987,8148,867,0,1354,3120,618,11,0,1093,7084,8733,2580,1338,22,480,297713,103867,23,6,23,85,0,304797,Pistacia-terebinthus
16906,38282,18810,2320,1051,0,1326,3234,1021,122,9,1823,7679,109832,11845,25,17,992,345758,30297,2746,0,33,60,0,353437,Pistacia-terebinthus
23117,30814,10733,2514,932,2,961,1870,685,47,1,1028,7374,26909,2614,311,0,31,317176,46586,339,2,3,26,0,324550,Pistacia-terebinthus
16655,36952,18856,2189,1016,2,1097,2464,1035,25,2,1354,7237,78428,10904,17,2,506,322573,36277,458,2,9,46,0,329810,Pistacia-terebinthus
24082,35603,12363,2349,1197,93,1473,3364,1675,167,12,1816,8365,37532,3518,52,2,192,361657,47424,2274,33,39,60,1,370022,Pistacia-terebinthus
15124,24940,10971,1936,1151,22,1153,2675,1451,50,3,1345,6940,34237,5272,19,0,249,360355,30711,934,36,15,108,0,367295,Pistacia-terebinthus
14613,23062,10133,1606,862,0,950,1345,760,8,0,916,3982,14019,6430,1230,42,1966,303075,35642,25,0,0,42,0,307057,Pittosporum-tenuifolium
12512,16068,6695,1302,483,0,546,1150,431,0,0,547,3804,7381,3959,261,36,299,241919,55799,26,4,0,21,0,245723,Pittosporum-tenuifolium
7645,17616,10545,1239,677,0,716,1276,555,3,0,399,3700,15759,8706,988,118,1607,280020,18709,18,1,0,117,0,283720,Pittosporum-tenuifolium
13271,21993,11608,1792,1249,8,798,1167,499,27,0,691,3996,14602,12968,679,22,938,274036,33377,43,1,0,43,0,278032,Pittosporum-tenuifolium
14004,26777,12750,1322,805,0,900,1316,700,8,0,916,4070,17920,8828,431,116,1368,320999,30064,29,0,0,30,0,325069,Pittosporum-tenuifolium
13458,27443,12036,1073,673,0,885,1175,598,3,0,840,4049,32341,8685,331,103,1084,305856,30300,35,0,0,60,0,309905,Pittosporum-tenuifolium
1241,13668,13635,976,1301,1,1056,1012,416,15,0,738,3914,44392,8791,192,10,303,329040,2350,27,19,0,8,0,332954,Pittosporum-tenuifolium
10569,14520,6873,1791,545,19,695,1083,405,4,0,557,3653,5871,2961,336,58,414,250443,37561,17,47,0,28,3,254096,Pittosporum-tenuifolium
16011,24855,10443,1984,1071,0,903,1382,708,6,0,943,3937,11300,5442,865,100,2013,267677,42606,16,0,0,34,0,271614,Pittosporum-tenuifolium
3942,13646,12496,1099,1359,21,1698,1210,803,5,0,1115,4035,22587,18122,618,652,2234,377740,6851,1,253,0,50,0,381775,Pittosporum-tenuifolium
7097,18742,12138,1127,823,0,1160,1311,881,15,0,1413,4187,20479,7292,2063,57,3241,388899,21695,71,2,0,17,0,393086,Pittosporum-tenuifolium
8303,17844,10594,1994,1195,0,1093,1386,607,21,0,775,4009,15190,10179,1516,103,2648,394804,22260,19,7,0,166,0,398813,Pittosporum-tenuifolium
14617,14740,4004,1469,431,0,707,1120,341,5,0,469,3801,5410,1122,188,3,164,272134,60190,9,0,0,34,0,275935,Pittosporum-tenuifolium
12535,20457,14009,3407,1066,19,1090,1448,718,10,0,893,4080,8031,8939,1088,143,1970,347581,45069,7,25,0,67,0,351661,Pittosporum-tenuifolium
7875,19343,14304,1710,1232,89,1108,1615,935,28,0,1322,4254,20210,11995,1470,287,4101,355813,21660,13,29,0,60,1,360067,Pittosporum-tenuifolium
16787,35705,15525,1514,731,0,995,1404,493,3,0,838,4069,31036,16234,352,83,1369,277650,27644,88,0,0,66,0,281719,Pittosporum-tenuifolium
8716,13698,9477,2317,1072,0,817,1246,558,10,0,559,3729,8292,9898,854,100,1644,250519,36576,41,0,1,31,0,254248,Pittosporum-tenuifolium
11991,23846,9501,1481,966,0,1173,1080,358,11,0,639,3975,46630,7993,271,140,307,330161,18953,7,27,0,19,0,334136,Pittosporum-tenuifolium
18016,18373,6090,2193,515,0,554,1068,226,5,0,330,3922,5879,2292,247,4,343,293812,67181,55,3,2,45,0,297734,Pittosporum-tenuifolium
13202,23074,12190,2300,1424,1,1024,1320,686,2,0,990,4205,15273,7386,687,246,955,343429,37935,3,3,0,35,0,347634,Pittosporum-tenuifolium
10773,20192,12667,2050,1356,0,1103,1327,744,4,0,924,4124,14578,8287,1440,338,3234,347020,42452,9,1,0,50,0,351144,Pittosporum-tenuifolium
14220,20753,9802,2047,628,1,554,1232,363,6,0,556,3994,9894,4837,380,0,768,271696,67490,12,0,0,47,0,275690,Pittosporum-tenuifolium
6453,19760,12836,1400,632,32,924,1059,362,16,0,659,3825,28512,9317,222,118,321,289365,9335,73,69,0,26,0,293190,Pittosporum-tenuifolium
8403,13922,9400,1715,545,9,890,1229,387,5,0,504,3758,6682,8435,773,130,1341,293679,33024,27,21,0,41,0,297437,Pittosporum-tenuifolium
12587,19157,9655,2374,748,4,721,1235,351,24,0,407,3761,7420,5615,244,166,493,257938,35078,42,1,0,40,0,261699,Pittosporum-tenuifolium
16469,24271,8467,1679,800,0,700,1422,694,6,0,621,3879,14015,5447,1467,12,2094,277010,35550,9,0,0,64,0,280889,Pittosporum-tenuifolium
14900,19045,8574,2528,757,8,764,1440,652,1,0,674,4049,6379,3865,1205,42,1760,276332,65251,4,0,0,81,0,280381,Pittosporum-tenuifolium
11513,15542,8834,2458,1060,1,1083,1411,808,6,0,1032,4022,4848,9780,1342,197,2511,307169,55709,5,15,0,40,0,311191,Pittosporum-tenuifolium
11755,17974,8761,1480,741,0,872,1266,513,3,0,603,3840,9330,6783,524,101,852,285423,34319,2,0,0,46,0,289263,Pittosporum-tenuifolium
12645,16763,6160,1444,534,0,738,946,353,3,0,457,3892,10540,4422,340,12,268,324327,52639,12,0,0,43,0,328219,Pittosporum-tenuifolium
15168,23735,11933,1751,789,0,821,1268,649,0,0,710,3929,7862,9804,1083,93,1108,271880,43043,10,0,0,31,0,275809,Pittosporum-tenuifolium
14905,22425,9821,2056,768,1,858,1336,641,1,0,775,3892,9846,5687,866,135,1255,284502,45298,3,1,0,23,0,288394,Pittosporum-tenuifolium
11249,21613,12886,1366,732,0,729,1230,463,6,0,718,4016,14741,14305,706,30,1261,313137,36344,73,0,0,50,0,317153,Pittosporum-tenuifolium
7151,12709,8448,1850,991,18,1079,1116,467,6,0,685,3818,7542,7517,304,213,331,296747,26879,3,27,0,49,1,300565,Pittosporum-tenuifolium
19956,28412,7821,1647,715,0,669,1029,314,4,0,412,3839,18091,3244,174,35,181,266870,42470,13,1,0,11,0,270709,Pittosporum-tenuifolium
19411,23945,7814,1189,663,5,972,1272,591,10,0,831,3939,14319,8128,225,133,835,285100,45506,185,36,0,19,0,289039,Pittosporum-tenuifolium
2883,25208,25052,930,892,6,1229,1061,354,10,0,764,4111,41398,22879,62,193,466,317361,8420,160,75,1,14,0,321472,Pittosporum-tenuifolium
15765,26719,8558,1116,531,4,947,1211,411,23,0,650,4161,38368,8283,221,276,510,318044,34400,73,38,0,19,0,322205,Pittosporum-tenuifolium
10312,13470,4424,948,721,5,801,795,394,7,0,586,3667,10475,2429,89,142,96,291920,23803,12,51,0,1,0,295587,Pittosporum-tenuifolium
13015,15525,7032,1700,630,0,525,1328,632,3,0,742,3837,5000,3819,982,0,1194,237158,54118,6,0,0,30,0,240995,Pittosporum-tenuifolium
12618,19969,7906,1647,718,1,878,1306,518,9,0,702,4015,22112,8394,744,160,971,308239,33405,19,5,0,45,3,312254,Pittosporum-tenuifolium
8830,19813,13746,2132,943,0,623,1407,613,13,0,596,4033,14373,17492,1694,66,2222,336606,26990,276,0,0,122,0,340639,Pittosporum-tenuifolium
11846,15125,8141,1630,731,1,847,1339,594,10,0,760,3905,4468,4896,1425,220,3121,298937,46918,68,0,0,50,0,302842,Pittosporum-tenuifolium
13787,25386,12958,1251,792,1,1206,1406,702,25,0,1165,4092,19304,12269,1155,169,2070,307735,31790,63,0,0,14,0,311827,Pittosporum-tenuifolium
9872,13998,7620,1798,903,0,805,1346,546,3,0,622,3793,5553,5997,1258,94,1688,268845,42404,9,0,0,93,0,272638,Pittosporum-tenuifolium
10645,23236,13327,1226,573,34,958,1100,332,24,0,543,3856,19440,9631,244,186,696,303841,20272,101,63,0,21,0,307697,Pittosporum-tenuifolium
8727,17054,9905,1622,914,1,1136,1320,724,1,0,735,3850,11863,9145,899,365,2171,348670,26636,2,6,0,64,0,352520,Pittosporum-tenuifolium
12738,20748,9077,2359,534,12,841,1224,288,6,0,413,3925,13576,5707,402,36,605,348815,36792,17,13,0,85,0,352740,Pittosporum-tenuifolium
13150,14430,4660,1629,519,0,604,1034,168,9,0,320,3771,6868,2644,217,31,63,268697,41418,29,1,2,24,0,272468,Pittosporum-tenuifolium
13138,21211,6815,1254,780,0,1155,1117,482,1,0,773,4046,34175,5885,306,188,379,357563,26780,0,10,0,16,0,361609,Pittosporum-tenuifolium
9282,14110,7235,1573,687,0,896,1221,572,0,0,612,3710,7588,5815,673,125,837,274206,36004,1,2,0,49,0,277916,Pittosporum-tenuifolium
4098,17408,17436,1354,2069,29,1234,1220,555,18,0,905,3955,26173,18075,723,297,1485,337724,4836,69,56,0,34,0,341679,Pittosporum-tenuifolium
13261,24483,10730,1795,980,0,1189,1432,747,31,0,1092,4117,24297,10188,821,167,2019,311408,24422,107,8,0,39,0,315525,Pittosporum-tenuifolium
17386,23946,6420,1063,606,10,784,1152,507,12,0,693,4071,25410,5145,476,53,644,319443,38851,107,22,0,21,0,323514,Pittosporum-tenuifolium
12265,17800,6060,1775,979,0,768,1013,257,7,0,363,3741,15172,3466,218,435,78,293594,24355,12,2,1,13,0,297335,Pittosporum-tenuifolium
11529,19737,10344,2018,739,17,746,1076,288,5,0,364,3748,10811,5901,260,92,222,274622,33515,8,3,1,82,0,278370,Pittosporum-tenuifolium
15356,19865,5100,1234,526,0,730,1101,398,5,0,531,3803,16123,3291,184,13,337,276743,41105,26,3,0,14,0,280546,Pittosporum-tenuifolium
7942,16852,16022,3686,1732,0,1300,1294,637,12,0,962,4174,18079,13615,1117,538,2517,432813,20471,35,7,0,46,0,436987,Pittosporum-tenuifolium
10234,17256,10089,2044,788,1,790,1336,649,3,0,587,3777,5920,8951,1251,22,1574,276319,35602,10,9,0,41,0,280096,Pittosporum-tenuifolium
13150,19395,8914,1825,754,0,740,1227,382,17,0,567,3832,10795,5359,680,32,873,291893,33871,76,0,0,39,0,295725,Pittosporum-tenuifolium
8508,14567,7998,1235,733,0,911,1170,606,21,0,881,3986,11296,10876,752,273,1143,336103,28703,33,7,0,12,0,340089,Pittosporum-tenuifolium
15109,20510,8180,1399,573,1,798,1171,496,2,0,612,3810,9490,5315,178,52,379,287902,42094,48,39,0,17,0,291712,Pittosporum-tenuifolium
16230,21116,7948,4434,774,13,1090,1445,193,5,0,234,3876,19000,2337,1132,990,315,161316,65861,16,25,38,160,0,165192,Pittosporum-tobira
20404,23246,7170,9003,992,0,1182,1387,230,13,2,337,3945,7685,841,5160,1218,431,166559,59846,8,5,22,98,0,170504,Pittosporum-tobira
72,12955,18169,3592,7080,0,1281,838,279,1,0,490,3753,40952,6834,229,275,6,145443,72,0,26,9,46,0,149196,Pittosporum-tobira
2066,13237,7854,2872,2274,0,1591,870,366,4,0,633,3899,81598,450,350,495,25,174521,2206,1,0,7,35,0,178420,Pittosporum-tobira
11616,28394,10160,5681,2601,0,1586,1337,384,2,0,568,3908,49486,499,1018,817,177,198239,14389,1,3,11,112,0,202147,Pittosporum-tobira
11888,14227,8628,6246,617,0,1033,1479,180,6,1,315,3758,4051,1536,2786,387,639,196898,61899,92,44,34,122,0,200656,Pittosporum-tobira
12633,29496,5675,3299,1899,0,1424,838,453,1,0,609,3884,68803,330,482,658,90,165582,13636,10,2,29,60,0,169466,Pittosporum-tobira
16000,19419,7958,3804,609,0,674,1162,149,1,0,241,4060,19331,3519,622,321,7,182453,83302,29,0,24,61,0,186513,Pittosporum-tobira
10617,11925,4759,2970,567,3,606,980,115,2,0,169,3693,8775,1760,466,124,11,182111,50661,3,3,26,111,0,185804,Pittosporum-tobira
10712,24132,9834,7114,2000,0,1299,815,273,18,0,509,4191,49641,1454,3783,464,2,200588,16098,0,0,5,15,0,204779,Pittosporum-tobira
5541,14289,11168,10851,4161,10,837,1186,269,12,0,282,3734,31022,1435,4131,263,198,143845,11377,4,21,12,68,0,147579,Pittosporum-tobira
20877,30665,7036,11901,3647,2,1237,1448,547,5,1,656,3891,20650,178,4721,205,205,139600,34568,0,7,12,129,0,143491,Pittosporum-tobira
589,11686,11267,6739,6184,0,1211,930,306,4,0,360,3743,57989,1620,810,196,86,188975,602,0,4,21,47,0,192718,Pittosporum-tobira
10356,16521,7394,2033,658,0,1075,1110,153,0,1,270,3731,25316,5495,244,898,117,187325,35116,0,97,35,152,0,191056,Pittosporum-tobira
18740,18727,6122,3940,805,0,1275,1033,235,0,0,275,3982,10045,2228,1977,1334,17,156785,101763,0,203,3,46,0,160767,Pittosporum-tobira
17190,30038,13120,5268,638,0,647,1234,188,4,0,278,3993,26557,3811,911,125,53,222964,50669,5,0,18,82,0,226957,Pittosporum-tobira
24125,28484,7801,11914,1912,2,1221,1715,416,9,0,510,3989,6117,902,3837,61,481,190958,60970,0,47,12,111,0,194947,Pittosporum-tobira
13775,19756,7192,8664,1026,0,1363,1248,201,14,0,359,3814,14092,875,3868,615,17,173947,41113,15,6,13,35,0,177761,Pittosporum-tobira
1106,13360,11545,7618,9041,0,1991,1152,512,1,0,533,3829,60555,654,663,292,182,164919,1117,0,29,1,49,0,168748,Pittosporum-tobira
12234,11456,3272,2506,866,0,694,1269,190,0,0,278,3896,3363,1044,330,76,124,215054,88832,17,0,21,96,0,218950,Pittosporum-tobira
10340,15722,8906,3519,778,0,1053,1229,191,2,0,265,3903,18286,5162,827,683,329,200844,49797,0,105,22,98,0,204747,Pittosporum-tobira
17404,26436,10240,6000,1545,0,1265,1206,228,0,0,288,4125,48451,4594,3265,647,186,241549,45564,0,1,14,130,0,245674,Pittosporum-tobira
7231,16393,7743,8747,4165,0,1024,1311,441,4,0,510,3774,40839,594,4427,432,472,170497,11326,0,26,23,106,0,174271,Pittosporum-tobira
10370,13219,4980,2027,611,0,1027,1179,195,0,0,219,3701,15263,2311,208,439,219,190477,50668,0,41,21,112,0,194178,Pittosporum-tobira
22085,28683,7421,2762,1094,0,1449,1443,355,9,0,513,3952,43101,3882,428,434,201,165840,47725,0,4,11,116,0,169792,Pittosporum-tobira
9510,14721,6731,2553,777,2,1281,1190,214,1,0,323,3711,26990,6030,518,717,218,179715,23968,2,233,11,160,0,183426,Pittosporum-tobira
17893,20567,7076,7169,1182,0,980,1198,274,5,0,436,3792,11682,787,2710,247,61,195950,49265,10,141,19,64,0,199742,Pittosporum-tobira
805,6599,8744,4439,5074,0,1449,1110,295,1,0,401,3759,45928,4316,1010,811,315,209771,944,0,398,8,132,0,213530,Pittosporum-tobira
8119,15120,9989,2962,743,8,1389,972,216,1,0,393,3937,26413,8844,548,855,30,218280,33396,2,288,12,38,0,222217,Pittosporum-tobira
1108,11105,13276,8489,4160,0,1166,1205,382,0,0,411,3712,46373,3453,3263,166,220,159240,1185,0,16,9,52,0,162952,Pittosporum-tobira
9538,19013,8450,6267,1421,0,925,968,305,0,0,478,3828,36921,790,3052,117,30,157785,18667,0,1,3,46,0,161613,Pittosporum-tobira
25139,29900,7770,4182,743,0,1245,1032,200,2,1,360,4004,23400,2628,973,959,92,216669,77685,0,1,24,49,0,220673,Pittosporum-tobira
1804,15425,14942,2481,1124,2,1295,971,241,5,0,341,3978,63010,25310,478,822,38,229273,2806,0,6,9,39,0,233251,Pittosporum-tobira
5415,11914,10995,4619,3692,0,1780,1369,432,4,0,643,3849,39693,8318,1032,837,802,205225,10023,0,659,8,79,0,209074,Pittosporum-tobira
6978,15665,8680,2186,848,0,1340,1127,150,4,0,225,3943,45716,7548,1203,1557,25,251477,20524,0,1,11,32,0,255420,Pittosporum-tobira
10410,13979,6116,2979,498,14,1113,1151,150,1,0,200,3786,11790,2333,381,1322,25,188809,58404,0,122,27,106,0,192595,Pittosporum-tobira
7591,13431,6198,2115,996,1,1211,859,188,1,0,344,3754,38444,3886,180,1090,1,210106,17637,1,44,17,86,0,213860,Pittosporum-tobira
