@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Median numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier6 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH11 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKSumAverage90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc4 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.487129,1127,152,2,5,138,0.105953,0.001203,103037,8785,7917,6436,5578,1928,865,480,444,528,152,184,494,439,294,904,-0.542419,0.988927,102358,166.388,2.22473,690.956,0.003162,415620,214.538,12386,0,2174,441,243,4,16,14,405,1182,288,16,16,7,731,3531,0,1477,2,0,13,209,4,112444,14230,35259,42,443,47,4,5,115975,Nerium-oleander
0.338783,1229,102,4,5,92,0.094847,0.000727,93290,4856,5068,4437,3422,1357,645,343,317,198,184,217,468,422,334,480,-0.508395,0.980047,95386,172.405,2.25473,686.312,0.008116,402365,227.709,6625,0,7185,205,340,0,3,203,1066,563,416,5,5,0,754,3417,0,4403,0,4,187,17,1,79296,135,34122,34,205,1237,0,0,82713,Nerium-oleander
0.063524,1222,120,6,10,104,0.090052,0.017769,57392,13640,7681,6111,5044,3077,1286,611,547,454,248,176,344,210,100,100,-0.494977,0.99377,86076.6,105.615,2.80112,620.143,0.000338,339860,156.484,10837,0,2782,669,705,0,19,85,1013,2506,864,6,155,9,2082,3548,0,374,0,13,367,2585,356,85345,28261,16093,2,669,82,0,2,88893,Nerium-oleander
0.284216,1052,163,3,1,159,0.11632,0.001282,144521,2566,2877,3122,3449,3295,2105,1129,732,360,324,210,401,415,162,15,-0.529485,0.981915,103781,88.4773,2.17733,730.413,0.01008,449645,130.954,17217,0,2894,408,544,0,2,96,717,1001,687,0,10,0,1134,3543,0,469,0,57,1,117,28,136224,17289,28877,6,408,294,0,0,139767,Nerium-oleander
0.466074,1143,125,4,6,113,0.112797,0.002695,112664,8886,6935,6540,6000,4337,2345,1240,569,345,276,189,324,243,300,252,-0.553395,0.994315,101032,102.742,2.39675,691.759,0.00094,414352,140.87,7584,0,1900,396,438,2,10,91,801,1456,620,2,38,2,1285,3626,0,477,0,12,81,1125,60,136439,39540,11365,7,396,223,2,1,140065,Nerium-oleander
0.368774,1253,82,4,7,68,0.110702,0.001949,88278,7841,5424,4879,4370,2505,1246,596,352,404,364,313,345,288,239,949,-0.515985,0.991333,100865,211.323,2.64936,680.348,0.002575,405243,289.809,13362,0,1927,552,462,0,3,34,1370,1267,478,6,11,2,867,3483,0,106,0,2,339,205,8,102128,24641,21278,10,552,21,0,0,105611,Nerium-oleander
0.374104,1140,155,3,9,135,0.125725,0.002743,77868,5101,4443,4225,4169,2618,1546,643,513,541,157,187,332,386,441,1053,-0.486786,0.992507,88101.7,249.387,3.02525,603.801,0.000609,331274,352.273,15069,45,3975,1865,128,0,36,0,319,1001,77,74,14,1,155,3447,0,673,162,0,172,162,0,78158,29531,18193,75,2027,0,0,37,81605,Nerium-oleander
0.508183,1117,134,4,1,132,0.099379,0.002477,124855,6207,5495,5620,5535,3091,1583,755,719,539,260,275,427,330,236,424,-0.521039,0.976751,105866,125.241,2.14515,726.245,0.012278,449087,167.158,10458,0,2553,542,698,1,4,4,753,1390,399,23,6,0,784,3552,0,463,0,0,59,355,0,133662,29659,15324,30,542,119,1,15,137214,Nerium-oleander
0.51075,1138,164,2,10,140,0.121034,0.003202,79786,10307,7174,5377,3980,1734,894,487,389,321,250,164,292,238,264,352,-0.548788,0.996086,90385.1,120.344,2.56796,599.708,0.000362,331574,167.559,9233,0,1443,357,438,0,1,8,618,1868,635,1,96,1,1559,3536,0,330,0,0,0,1371,61,81417,35487,16942,10,357,219,0,0,84953,Nerium-oleander
0.436072,1121,139,4,8,123,0.09569,0.006271,108415,3681,2251,1974,2101,2165,1656,1165,1039,609,210,209,542,378,264,758,-0.543587,0.995359,93339.2,245.551,2.77431,657.674,0.000664,377405,353.534,13871,56,3575,2060,182,1,51,1,425,1178,62,98,17,0,148,3440,0,374,34,0,151,53,0,106988,29660,16014,52,2094,5,1,67,110428,Nerium-oleander
0.068563,1200,127,3,9,107,0.092152,0.00218,110132,4578,4860,4601,4036,2502,1184,583,523,201,160,171,334,426,332,1083,-0.557402,0.992468,100185,158.58,2.30344,661.156,0.003589,389551,206.633,12289,0,1776,196,366,0,1,65,406,940,692,5,9,3,912,3508,0,444,0,17,2,229,8,96779,11855,38912,4,196,469,0,1,100287,Nerium-oleander
0.498043,1169,131,3,12,105,0.10736,0.00265,80023,8405,6209,5049,4854,4043,2344,1284,737,272,132,196,456,566,338,600,-0.51159,0.993112,102975,162.45,2.7602,647.834,0.000618,383419,227.331,2734,0,1087,481,256,0,0,0,296,1742,672,10,65,2,1018,3555,0,472,0,0,0,390,8,103906,46263,2926,11,481,36,0,2,107461,Nerium-oleander
0.47302,1218,123,3,5,111,0.106711,0.001335,72795,4462,3820,3691,3597,2533,1468,921,586,377,175,310,453,429,319,698,-0.477128,0.991461,86813.4,220.073,3.0596,614.895,0.000711,337247,311.55,16890,15,6496,1403,529,1,8,171,407,948,144,83,5,0,195,3435,0,2760,5,39,66,9,0,72407,9964,31661,1,1408,379,1,26,75842,Nerium-oleander
0.272524,1192,120,4,7,106,0.101985,0.004044,109582,3390,3948,4076,3973,2396,1196,644,342,245,185,158,277,314,391,1130,-0.447912,0.947805,105803,182.095,2.20688,669.307,0.018092,403573,248.295,12591,1,2070,440,514,4,1,75,626,692,409,0,0,0,399,3451,0,152,0,1,237,1,0,94494,32579,16281,2,440,369,4,0,97945,Nerium-oleander
0.497588,1135,162,4,5,152,0.118217,0.007122,87791,9722,8916,7381,5405,1730,851,353,449,322,261,226,444,282,196,1005,-0.554382,0.995779,82323.1,180.6,2.445,566.124,0.000522,297950,237.265,11950,55,2324,1643,189,0,0,0,151,1124,137,156,2,0,244,3535,0,277,19,0,0,23,0,84231,29682,35260,4,1662,6,0,38,87766,Nerium-oleander
0.509049,1203,102,4,7,88,0.10472,0.002733,90036,3950,4120,3850,3430,1905,997,518,389,181,125,195,380,337,269,639,-0.461254,0.965073,95897.6,165.203,2.40531,658.834,0.013744,381914,224.517,3139,0,3540,81,549,3,0,249,1069,457,567,2,0,0,622,3384,0,188,0,38,211,0,0,72377,11,44511,3,81,1732,3,0,75761,Nerium-oleander
0.407535,1243,94,4,9,76,0.100128,0.002408,91865,3930,4007,3895,3052,1788,874,391,437,280,320,205,324,270,290,452,-0.459728,0.972601,97834.7,147.384,2.56944,613.209,0.009513,351353,202.414,12368,0,2428,332,505,2,4,30,548,1160,345,15,10,11,576,3420,0,528,0,0,0,26,0,70184,9811,42537,1,332,324,2,0,73604,Nerium-oleander
0.309734,1170,119,3,17,83,0.119492,0.002116,86231,5033,4047,3955,3607,2402,1062,484,472,537,187,156,315,326,377,1115,-0.514897,0.993622,92413.2,228.984,2.83389,634.538,0.000666,359052,313.431,13219,75,2990,1756,480,0,8,1,243,952,81,148,6,0,132,3403,2,460,24,0,3,4,0,87288,26962,17926,86,1780,2,0,62,90691,Nerium-oleander
0.513927,1097,149,3,10,127,0.110519,0.002926,90832,5713,3759,3657,3396,2753,1785,1041,645,413,166,166,479,451,540,724,-0.514038,0.993761,90641,221.544,2.88238,639.791,0.000761,360396,309.957,15381,49,3238,1801,346,5,8,14,372,1006,103,100,5,0,164,3432,0,562,151,0,340,226,0,96623,27233,19250,5,1952,29,5,27,100055,Nerium-oleander
0.067026,33,6,4,1,4,0.10823,0.008151,82991,6181,4220,3726,3296,2555,1343,743,348,413,233,190,335,332,319,801,-0.506543,0.993065,100522,211.129,2.88382,643.153,0.001409,376596,301.68,5768,0,1373,676,510,1,1,30,1231,1561,475,1,16,1,930,3461,0,127,0,0,354,538,3,88234,38970,7045,11,676,46,1,2,91695,Nerium-oleander
0.325528,1083,132,2,3,122,0.112238,0.004861,113409,5582,6439,6452,5979,3674,1886,900,527,447,189,162,316,380,220,53,-0.491648,0.957267,105552,98.645,2.01932,712.308,0.020078,437184,133.561,14860,0,2176,290,596,0,1,82,793,1317,497,10,1,4,682,3453,0,420,0,17,260,218,1,120681,16037,31395,2,290,260,0,3,124134,Nerium-oleander
0.483437,1116,150,3,9,130,0.11001,0.005089,82822,4382,3198,3151,3215,2754,1738,904,502,498,150,194,540,390,363,821,-0.498901,0.993608,90533.9,250.954,3.02771,619.235,0.000536,345457,354.478,14087,61,3727,2162,398,4,51,4,293,1059,55,120,10,0,181,3416,0,609,128,0,20,79,0,83688,29786,16308,77,2290,16,4,53,87104,Nerium-oleander
0.06268,1063,169,4,3,163,0.088753,0.00169,98432,7407,3876,3176,3264,3144,2233,1313,762,503,268,276,585,324,204,762,-0.512652,0.991284,95795.3,206.588,2.69733,688.079,0.001013,404231,286.713,16727,22,3831,1601,320,8,22,14,299,985,109,76,7,0,159,3528,16,428,18,0,282,29,0,120111,22929,21827,77,1619,41,8,21,123639,Nerium-oleander
0.511811,1208,125,4,12,101,0.112363,0.003222,82817,6000,5582,4635,3650,1268,609,330,270,201,135,124,298,324,428,1249,-0.549377,0.99538,84163.5,210.95,2.49258,590.914,0.000689,316992,275.113,7639,116,2614,1588,123,0,3,0,145,1119,103,171,0,0,173,3439,0,550,8,0,0,5,0,74231,20817,28140,27,1596,1,0,76,77670,Nerium-oleander
0.333411,1248,88,5,6,78,0.106317,0.000171,52682,9167,4899,4105,3744,2561,1697,739,689,245,119,207,355,429,410,484,-0.421541,0.984839,89176.9,247.202,3.25277,620.495,0.000547,344518,358.582,15566,0,7338,995,654,3,13,149,567,542,152,15,4,0,248,3385,0,2323,5,29,255,5,0,66625,4787,36337,0,1000,359,3,4,70010,Nerium-oleander
0.491536,1163,119,3,6,105,0.115015,0.003295,73679,12897,9603,7809,5722,2293,964,631,485,272,168,140,369,397,376,240,-0.527198,0.994553,90670.1,101.18,2.50231,620.029,0.000478,346139,140.487,10590,0,2591,431,545,6,2,107,924,1476,406,2,30,2,1173,3489,0,674,0,19,17,1469,52,90749,17807,36753,13,431,458,6,3,94238,Nerium-oleander
0.503322,1109,143,4,2,139,0.115356,0.002597,131057,6331,6492,5912,4726,1857,551,315,315,304,116,163,406,387,379,712,-0.491851,0.942719,98804.1,133.799,1.69796,752.62,0.023904,461631,178.116,8955,0,10677,314,401,6,32,34,629,618,371,1,15,0,587,3487,0,18969,0,0,43,12,3,124494,277,18365,26,314,637,6,0,127981,Nerium-oleander
0.510365,1027,193,2,4,181,0.11072,0.000902,119077,7782,7831,7099,5791,2390,1074,523,367,523,236,216,590,604,308,291,-0.570481,0.992977,100204,104.504,2.16302,698.009,0.002796,418198,145.544,8984,0,2556,222,941,0,0,92,858,947,629,6,14,0,1242,3554,0,93,0,12,225,134,51,120019,5451,44661,8,222,671,0,2,123573,Nerium-oleander
0.500777,1185,157,7,11,141,0.115572,0.004663,72444,8060,5538,5147,4236,2560,1283,631,653,507,337,287,441,230,90,60,-0.518001,0.995542,87698.9,152.681,2.91992,572.828,0.000349,309818,219.413,5576,0,2257,1153,671,4,16,32,805,2550,486,26,91,34,1057,3578,0,235,19,0,46,1260,11,73371,44750,7417,42,1172,30,4,49,76949,Nerium-oleander
0.479239,1189,135,2,7,117,0.10106,0.000115,83029,2518,2566,2700,2877,2144,1403,796,560,370,157,248,437,255,228,689,-0.433341,0.979018,100930,242.106,3.04082,563.284,0.005294,322040,351.568,4698,0,1144,493,353,1,0,66,306,1342,439,25,13,4,288,3407,0,67,0,0,27,68,0,61894,48716,5113,0,493,233,1,0,65301,Nerium-oleander
0.510171,1203,150,3,10,128,0.121262,0.004581,91520,6558,4691,3990,4025,2566,1418,748,485,403,174,172,321,391,472,902,-0.499711,0.991707,90528.5,204.723,2.82774,654.877,0.000779,371422,285.125,14371,13,7042,834,291,0,3,200,373,697,177,81,0,0,213,3529,0,2567,0,122,1,0,0,95331,3292,41605,1,834,378,0,22,98860,Nerium-oleander
0.495499,1208,131,3,11,107,0.11764,0.001658,71944,12630,7952,5026,3465,1130,544,263,336,262,267,250,282,155,205,880,-0.539266,0.994702,84795.8,217.424,2.42674,581.535,0.000427,311567,279.292,8615,41,2284,1352,164,2,1,1,157,865,127,86,3,0,122,3450,1,273,22,0,0,0,0,73865,14612,41664,28,1374,0,2,26,77315,Nerium-oleander
0.261282,1138,166,4,4,158,0.118051,0.010614,102526,6168,4633,4652,4828,3751,2152,975,696,526,236,228,533,601,486,826,-0.558664,0.995169,94306.5,204.294,2.50437,663.616,0.000798,383223,273.159,11481,58,3153,1526,102,0,30,0,322,1063,66,87,14,1,200,3568,0,823,73,0,21,58,0,118435,34646,14753,67,1599,2,0,39,122003,Nerium-oleander
0.435727,1137,147,3,8,129,0.099965,0.002215,83449,4644,3532,3152,2618,1641,791,382,437,181,105,195,316,190,255,1085,-0.51325,0.994152,89882.7,225.851,2.89301,628.979,0.000527,351536,317.926,14101,44,2943,1518,437,2,15,39,383,960,101,92,4,0,176,3391,0,861,16,10,12,16,0,78470,21869,19561,3,1534,148,2,33,81861,Nerium-oleander
0.085307,1283,98,4,9,80,0.098558,0.001019,69578,7726,4511,3749,3721,3337,2237,1251,624,581,159,118,274,346,341,1257,-0.453914,0.98825,94875.3,269.794,3.11794,621.805,0.000631,353313,384.892,13014,25,3800,2539,580,1,35,0,267,826,60,47,9,2,118,3495,0,803,166,0,38,11,0,83759,34372,14544,33,2705,1,1,27,87254,Nerium-oleander
0.176877,1224,125,3,9,105,0.130481,0.000108,75036,5372,4358,4135,4175,2537,1430,560,434,535,149,209,373,400,407,987,-0.474517,0.990597,91883.2,247.052,3.05347,641.994,0.000618,363786,353.233,18126,21,5080,2100,409,1,1,51,294,819,135,99,1,0,153,3437,0,777,42,5,156,0,0,81114,12985,28945,0,2142,100,1,24,84551,Nerium-oleander
0.329955,1214,106,2,8,86,0.118182,0.000731,72518,4984,3899,3959,3704,3089,1540,744,448,535,183,212,443,443,408,870,-0.472673,0.99194,87959,239.279,3.19046,573.713,0.000568,310797,343.756,12974,87,2613,1881,407,2,26,14,293,1053,88,140,5,0,142,3399,0,266,47,0,70,38,0,71620,35969,16776,35,1928,21,2,57,75019,Nerium-oleander
0.390736,1259,101,3,6,87,0.119399,0.000323,62563,4366,3657,3569,3379,1903,1200,640,651,469,244,164,314,380,358,1154,-0.4371,0.989699,86238,294.847,3.36788,565.59,0.000299,303172,420.684,11663,71,3930,2164,162,1,59,1,261,1012,68,114,5,1,202,3493,0,765,85,0,2,11,0,58076,31417,13860,85,2249,4,1,37,61569,Nerium-oleander
0.462646,1198,143,4,10,123,0.097124,0.000527,67477,7479,4323,3940,3546,2721,1507,910,661,510,102,171,312,297,331,1367,-0.442494,0.986916,92009.9,260.634,3.09797,623.499,0.000602,350567,364.85,14410,6,4543,739,276,0,2,133,351,486,194,16,1,0,216,3459,0,1549,1,133,7,0,0,74992,7135,40421,4,740,521,0,3,78451,Nerium-oleander
0.500741,1144,144,2,6,128,0.09961,0.005379,101200,5059,5601,5646,5356,3302,1593,759,458,318,163,165,424,455,505,796,-0.516196,0.991296,95867.5,140.731,2.58229,642.802,0.002275,369842,192.133,11114,0,2517,244,576,0,0,63,620,1010,880,7,20,4,985,3518,0,166,0,2,31,161,15,93546,5487,48521,1,244,812,0,8,97064,Nerium-oleander
0.527622,1126,140,2,8,120,0.11934,0.002737,66639,16764,11440,8973,7684,3833,1894,887,621,324,367,211,296,72,66,27,-0.53801,0.995704,93424.6,77.8825,2.60417,635.622,0.000435,361138,114.952,9666,0,2142,347,703,4,11,19,723,2346,820,6,158,20,1897,3699,0,662,0,0,1,1581,186,109299,41227,13838,19,347,255,4,7,112998,Nerium-oleander
0.056978,6,0,4,0,0,0.12008,0.002694,83257,3592,3421,3693,3516,2409,1295,794,713,377,228,274,518,466,287,475,-0.485549,0.989732,98135.4,178.432,2.8457,593.119,0.002069,337889,255.276,9246,0,1288,411,363,0,2,61,374,955,696,2,7,0,858,3427,0,202,0,2,22,0,9,71473,42015,11277,1,411,152,0,0,74900,Nerium-oleander
0.519273,1178,111,3,3,103,0.107067,0.001771,86506,11424,8098,6091,5169,3395,1708,846,470,262,164,192,407,461,458,665,-0.511655,0.987828,108418,152.584,2.45128,678.06,0.00208,413919,207.348,2203,0,1318,442,286,0,1,47,303,1090,716,2,17,4,891,3529,0,200,0,19,0,16,3,114075,46504,2270,3,442,262,0,0,117604,Nerium-oleander
0.51385,1157,135,3,12,109,0.102245,0.002664,94188,10627,7419,6169,5298,3579,1936,1076,594,351,176,159,369,424,432,842,-0.486244,0.981094,109575,156.632,2.54286,665.176,0.005812,405606,217.14,2844,0,1425,519,360,0,0,0,254,1194,637,3,20,0,751,3531,0,324,0,0,0,36,0,114389,51003,2998,2,519,154,0,0,117920,Nerium-oleander
0.33695,7,2,3,0,0,0.12898,0.002449,70220,7081,5017,3976,3149,2855,1852,1096,558,320,149,74,236,212,164,130,-0.520019,0.995038,91365,147.441,2.90439,623.017,0.000513,349282,213.624,14499,0,1763,385,498,0,0,83,804,1661,754,4,14,2,1302,3508,0,123,0,21,33,1282,17,79281,18367,29134,4,385,149,0,3,82789,Nerium-oleander
0.504489,1239,128,4,7,114,0.109733,0.004669,82412,8867,8585,6782,5422,2356,960,474,477,237,229,138,272,357,372,1344,-0.53154,0.994384,84846,193.007,2.50541,585.81,0.000539,314456,254.867,8631,29,2290,1170,259,0,11,1,239,1018,148,107,0,0,192,3582,0,407,44,0,2,128,0,82164,10280,51449,2,1214,5,0,20,85746,Nerium-oleander
0.379858,1012,206,2,2,198,0.098579,0.001208,82198,15420,10776,7554,5158,1791,746,514,484,393,190,225,450,331,244,218,-0.566355,0.995943,87749,114.591,2.26038,696.865,0.000677,400023,146.483,5830,0,8139,202,235,5,6,418,900,1450,769,4,42,5,1671,3639,1,22044,6,26,119,198,255,108203,445,19460,22,208,1279,5,10,111842,Nerium-oleander
0.156997,14,11,2,0,7,0.114852,0.001393,91396,7966,4588,3805,3377,2824,1940,1141,857,370,252,217,378,236,80,92,-0.495994,0.988163,103727,105.967,2.71392,665.372,0.002792,397636,161.732,10815,0,2156,528,573,5,3,60,816,1096,426,0,41,0,1138,3453,0,696,0,0,370,43,17,104257,37589,13007,5,528,87,5,2,107710,Nerium-oleander
0.457969,1120,109,3,13,81,0.11131,0.003178,126448,3249,3819,4158,4112,2931,1670,874,532,346,263,349,578,300,194,181,-0.552309,0.988696,103763,89.6514,2.21251,719.487,0.005204,440586,126.156,13460,0,2127,178,552,0,0,91,720,982,711,3,15,2,1211,3455,0,674,0,31,7,169,23,121907,15735,27847,7,178,344,0,7,125362,Nerium-oleander
0.4851,1146,149,3,11,125,0.103231,0.004645,96171,5714,5208,4972,4370,1889,679,361,311,310,220,256,395,320,264,694,-0.550866,0.9956,88430.9,166.009,2.52628,613.903,0.000712,338726,222.066,10562,28,2438,1451,240,0,2,5,237,1174,152,115,3,0,160,3477,0,579,164,0,9,263,0,90880,23284,29603,1,1615,15,0,24,94357,Nerium-oleander
0.507336,1154,150,5,11,130,0.105337,0.003277,81288,8690,4987,4126,3898,3326,2040,1224,640,544,208,216,361,354,354,852,-0.492699,0.992015,94458.3,218.544,2.90647,649.076,0.000618,372535,309.171,14978,75,5370,2298,243,0,42,0,242,1017,70,139,9,0,142,3514,0,828,201,0,0,8,0,101152,28621,19006,39,2499,2,0,57,104666,Nerium-oleander
0.296927,1261,89,3,7,73,0.117367,0.00185,134434,4821,4165,4737,4612,3881,2243,1198,517,380,231,189,343,380,489,858,-0.54967,0.992455,103834,170.52,2.38696,694.593,0.002748,420507,232.853,3817,0,1287,865,707,0,2,0,494,1449,452,5,32,14,847,3656,0,283,0,0,0,513,15,135801,47212,3945,14,865,0,0,6,139457,Nerium-oleander
0.172864,1242,106,4,10,86,0.098392,0.000865,78714,11550,9287,7781,7279,4759,2591,1272,743,478,159,135,388,371,271,160,-0.517914,0.993749,98448.3,105.418,2.71978,659.899,0.000872,386139,152.272,13875,0,2230,360,638,0,0,98,858,1692,728,8,39,0,1440,3669,0,373,0,69,4,1486,89,108317,27033,26342,8,360,516,0,0,111986,Nerium-oleander
0.305703,1213,113,3,6,99,0.119712,0.00275,76374,4992,3628,3594,3304,2344,1296,674,457,547,232,215,460,588,504,611,-0.501142,0.993277,89323.1,230.524,2.94071,616.923,0.000561,342155,320.774,12748,62,4635,1728,281,5,24,26,444,1038,90,111,6,0,249,3423,0,517,10,1,61,20,0,77580,24296,19551,37,1738,43,5,46,81003,Nerium-oleander
0.308559,1272,104,2,12,76,0.112417,0.000341,70830,13503,9273,7618,6418,2981,1350,590,621,300,226,140,378,251,128,92,-0.530895,0.994063,93514.6,100.932,2.54982,658.332,0.000603,378135,141.565,4236,0,3382,129,484,1,4,32,747,1333,882,1,10,0,1514,3585,0,491,0,0,0,244,33,95960,932,50709,10,129,1113,1,0,99545,Nerium-oleander
0.416591,1210,108,4,10,88,0.100832,0.001987,65554,7684,5024,4323,3960,2257,1003,433,382,456,142,133,252,358,275,1450,-0.463694,0.989036,93223.9,259.565,3.03666,617.889,0.000598,348270,363.042,15834,26,3243,1518,796,5,16,10,427,724,108,61,9,0,141,3404,0,553,16,0,208,1,0,74753,26212,19655,32,1534,14,5,26,78157,Nerium-oleander
0.496787,1009,192,4,5,182,0.119605,0.004447,144263,4342,4433,4272,3568,1962,893,461,369,250,261,236,418,302,117,48,-0.556493,0.978558,100076,77.3829,1.84731,748.323,0.013467,459683,107.025,4383,0,4805,98,510,0,0,5,753,696,925,19,0,1,1148,3553,0,1309,0,0,2,32,1,130057,49,40543,4,98,1071,0,2,133610,Nerium-oleander
0.496914,1113,148,4,13,122,0.129086,0.002646,83682,4996,3520,3342,3171,2447,1182,646,434,433,199,193,343,415,363,751,-0.505238,0.993239,88820,214.694,2.89683,620.636,0.000729,344058,303.43,15306,69,3216,2130,272,0,37,0,281,1033,84,112,4,1,123,3409,0,407,81,0,178,91,0,85056,26565,19836,14,2211,1,0,44,88465,Nerium-oleander
0.063601,1216,121,6,21,83,0.103962,0.008536,89076,5251,4229,3677,3717,3073,1833,1062,685,293,188,170,311,340,211,367,-0.506451,0.994027,97224.3,127.245,2.89533,632.196,0.000781,363997,185.397,7564,0,2119,473,861,0,6,99,1066,1585,644,4,59,2,1354,3553,1,257,0,21,54,1847,128,86531,37475,9419,51,473,384,0,3,90084,Nerium-oleander
0.056171,1132,129,3,15,97,0.116641,0.00127,91254,4284,4115,3665,3167,1742,1020,485,183,240,219,190,413,492,328,315,-0.549745,0.995379,92489.2,114.213,2.51677,656.474,0.001205,375377,158.188,4964,0,2792,127,411,0,0,4,604,1274,911,9,29,9,1460,3432,0,759,0,0,0,300,49,78457,1274,40713,0,127,171,0,1,81889,Nerium-oleander
0.275129,1150,129,2,2,121,0.122809,0.001015,100330,6339,4700,4536,4689,3359,1635,708,597,863,416,339,563,303,291,543,-0.549273,0.994591,93188.9,202.182,2.58034,668.29,0.000826,385245,275.816,15165,43,4760,2083,140,0,92,0,343,1154,63,130,21,1,136,3487,2,775,141,0,2,12,0,113321,23576,22195,117,2224,0,0,80,116808,Nerium-oleander
0.522748,1118,138,2,4,126,0.104274,0.004429,100981,4695,4968,5206,5372,3226,1612,876,640,323,244,252,484,334,251,675,-0.509197,0.989887,100736,136.509,2.62281,655.34,0.002701,385923,192.812,15763,0,1955,286,612,0,0,148,776,1246,514,8,15,2,777,3520,0,204,0,21,46,597,1,95455,23463,27560,2,286,388,0,2,98975,Nerium-oleander
0.491798,1152,122,4,1,120,0.111763,0.003122,122840,3359,3851,4287,4638,3886,2467,1296,612,473,286,273,513,331,271,562,-0.446108,0.944248,106824,127.555,2.18198,692.141,0.020543,422727,182.933,15062,0,2021,566,1071,1,1,102,839,1005,386,0,1,0,532,3502,0,73,0,2,391,15,0,118318,33913,18622,8,566,168,1,0,121820,Nerium-oleander
0.323732,1267,98,4,9,80,0.118874,0.00284,80967,4212,3714,3818,4003,2904,1329,706,519,578,249,163,369,382,557,1041,-0.478681,0.991291,90457.7,252.713,3.07589,617.772,0.00067,344325,356.09,16489,51,3783,1712,892,11,19,5,569,937,88,89,6,0,172,3545,0,1037,3,0,13,8,0,80516,27158,19245,11,1715,11,11,27,84061,Nerium-oleander
0.499215,1050,180,4,6,168,0.099502,0.001327,74710,15634,10206,7599,6931,4952,3037,1503,857,495,221,189,270,222,256,284,-0.511349,0.990441,104763,124.065,2.6659,668.601,0.003637,401502,177.263,6970,0,1894,594,554,0,2,140,550,1616,673,8,28,9,1114,3695,0,464,0,153,2,793,34,126855,49504,7840,9,594,247,0,1,130550,Nerium-oleander
